1.17
E	mod_factor_ms
1.0e17	0.03723017844950033
1.0186289902446845e17	0.037241183489596874
1.037605019766914e17	0.03725326927880418
1.0569345535579874e17	0.03726651955088987
1.076624177045489e17	0.03728102238735629
1.0966805983368696e17	0.037296870272202805
1.1171106505048219e17	0.0373141601352508
1.1379212939153186e17	0.03733299338334769
1.1591196185988858e17	0.03735347591909121
1.1807128466661867e17	0.03737571814644155
1.2027083347685144e17	0.03739983496295247
1.2251135766041178e17	0.03742594573808924
1.2479362054713062e17	0.03745417427731617
1.27118399686903e17	0.03748464877156211
1.2948648711459022e17	0.03751750173171876
1.3189868961986746e17	0.03755286990782671
1.3435582902208262e17	0.03759089419244722
1.3685874245025149e17	0.03763171950800025
1.3940828262825814e17	0.03767549467732957
1.4200531816536818e17	0.037722372277293026
1.4465073385216413e17	0.03777250847425435
1.4734543096198374e17	0.037826062841243124
1.5009032755797334e17	0.03788319815559004
1.5288635880587357e17	0.03794408017597316
1.557344772926135e17	0.03800887739768541
1.5863565335085862e17	0.03807776078476582
1.6159087538959226e17	0.03815090347703878
1.6460115023085498e17	0.03822848047023638
1.676675034527694e17	0.03831066826670358
1.7079097973894304e17	0.03839764449404206
1.739726432343799e17	0.03848958748876261
1.7721357790803658e17	0.03858667584098478
1.80514887922111e17	0.038689087896504146
1.8387769800823232e17	0.038797001211685285
1.8730315385064422e17	0.03891059195514137
1.907924224765265e17	0.03903003425236078
1.9434669265360144e17	0.03915549946417011
1.9796717529513366e17	0.039287155393883194
2.0165510387247443e17	0.039425165414788944
2.0541173483530726e17	0.03956968750743775
2.0923834803969792e17	0.039720873199714145
2.1313624718414333e17	0.039878866396769234
2.1710676025372714e17	0.04004380208907165
2.2115123997254886e17	0.040215804929560894
2.2527106426459734e17	0.04039498765802994
2.2946763672319408e17	0.04058144937542308
2.3374238708918125e17	0.04077527361565185
2.380967717380368e17	0.04097652625587823
2.4253227417603555e17	0.04118525318349841
2.4705040554568205e17	0.0414014777564594
2.5165270514053994e17	0.04162519797969391
2.563407409296515e17	0.04185638347499736
2.6111611009174515e17	0.042094972077830035
2.659804395593764e17	0.04234086617856138
2.709353865732049e17	0.042593928764411745
2.7598263924661917e17	0.04285397901849393
2.811239171408467e17	0.043120787629628995
2.86360971850811e17	0.04339407181192301
2.916955876018805e17	0.04367348971016991
2.9712958185773344e17	0.043958634723698785
3.026648059395683e17	0.04424902918474572
3.0830314565682835e17	0.044544117907477254
3.140465219496749e17	0.04484326129463083
3.198968915434525e17	0.04514572820732446
3.25856247615323e17	0.045450688589593426
3.319266204733183e17	0.0457572059752911
3.3811007824806957e17	0.04606423020937993
3.4440872759738234e17	0.04637058974783785
3.508247144239782e17	0.046674984963401576
3.573602246065796e17	0.04697598161916482
3.6401748474461376e17	0.047272005126935364
3.7079876291681574e17	0.047561336038590835
3.777063694539372e17	0.047842107224730215
3.847426577258498e17	0.04811230265598528
3.919100249433418e17	0.048369758743159644
3.992109129748054e17	0.048612168708505904
4.066478091781846e17	0.048837090163864505
4.1422324724839066e17	0.04904195670239325
4.219398080805024e17	0.04922409374873727
4.298001206490781e17	0.04938073948833147
4.3780686290381754e17	0.0495090703116588
4.459627626819087e17	0.0496062312613992
4.5427059863740614e17	0.049669371605710326
4.627332011878693e17	0.049695682988959655
4.713534534786897e17	0.049682444042373604
4.801342923653465e17	0.049627063123906745
4.89078709413959e17	0.04952712460479857
4.981897519205145e17	0.04938043316109708
5.074705239490476e17	0.0491850564048374
5.169241873891593e17	0.04893936284314111
5.265539630332777e17	0.048642055554456755
5.3636313167392454e17	0.048292198804230385
5.4635503522148646e17	0.04788923852732224
5.5653307784276634e17	0.047433014966191435
5.6690072712074336e17	0.04692376837470279
5.774615152359802e17	0.04636213721593221
5.882190401699968e17	0.045749149978103504
5.991769669310612e17	0.045086211160919695
6.103390288028646e17	0.04437508156517764
6.217090286163834e17	0.04361785474446925
6.332908400455101e17	0.0428169296028967
6.450884089267712e17	0.041974980787609965
6.57105754603627e17	0.041094927119922915
6.69346971295864e17	0.040179900098563544
6.818162294944493e17	0.039233215064396
6.945177773823689e17	0.03825834878871611
7.074559422819908e17	0.03725893203839376
7.20635132129306e17	0.03623876760922206
7.340598369757197e17	0.035201888974339346
7.477346305177612e17	0.03415267379659264
7.616641716552892e17	0.033096030499558414
7.758532060787812e17	0.03203769051202631
7.903065678861364e17	0.030984694977686657
8.050291812295973e17	0.029946337415773194
8.200260619934097e17	0.02893635928214874
8.353023195026788e17	0.02797923162850609
8.508631582640564e17	0.02713440421666469
8.66713879738926e17	0.026667967762421398
8.82859884149515e17	0.029554212034336783
8.993066723187596e17	0.03323746278992625
9.160598475443729e17	0.03372305744257881
9.33125117507824e17	0.032449690910020014
9.505082962189473e17	0.03149676767704067
9.682153059967096e17	0.03023500526225843
9.862521794868764e17	0.02895930623948429
1.0046250617173444e18	0.027876131456342403
1.0233402121916422e18	0.026755301413882052
1.0424040070215537e18	0.025606454492843753
1.0618229410993868e18	0.024654821474670654
1.0816036303107094e18	0.023602012932860645
1.1017528137883828e18	0.022666267557715458
1.1222773562085094e18	0.021772155126208653
1.1431842501291479e18	0.020982893227634105
1.1644806183726902e18	0.02016844528089646
1.1861737164524792e18	0.019334714302383253
1.2082709350447734e18	0.01859873068112663
1.2307798025066683e18	0.017898426493563303
1.2537079874409196e18	0.017284884247676557
1.2770633013086395e18	0.016599630860985343
1.3008537010905733e18	0.01604852270808784
