0.0038
E	mod_factor_ms
1.0e17	0.0037741586450575734
1.0186289902446845e17	0.0037741586450632243
1.037605019766914e17	0.003774158645071434
1.0569345535579874e17	0.0037741586450831623
1.076624177045489e17	0.0037741586450997806
1.0966805983368696e17	0.0037741586451232405
1.1171106505048219e17	0.0037741586451561114
1.1379212939153186e17	0.003774158645201881
1.1591196185988858e17	0.0037741586452652203
1.1807128466661867e17	0.0037741586453523437
1.2027083347685144e17	0.0037741586454714477
1.2251135766041178e17	0.0037741586456333325
1.2479362054713062e17	0.003774158645852087
1.27118399686903e17	0.00377415864614599
1.2948648711459022e17	0.0037741586465386617
1.3189868961986746e17	0.0037741586470604192
1.3435582902208262e17	0.003774158647749958
1.3685874245025149e17	0.0037741586486564126
1.3940828262825814e17	0.0037741586498418185
1.4200531816536818e17	0.003774158651384101
1.4465073385216413e17	0.0037741586533806206
1.4734543096198374e17	0.003774158655952431
1.5009032755797334e17	0.0037741586592492287
1.5288635880587357e17	0.003774158663455274
1.557344772926135e17	0.0037741586687962334
1.5863565335085862e17	0.003774158675547172
1.6159087538959226e17	0.00377415868404178
1.6460115023085498e17	0.0037741586946829957
1.676675034527694e17	0.003774158707955149
1.7079097973894304e17	0.0037741587244377824
1.739726432343799e17	0.0037741587448213232
1.7721357790803658e17	0.003774158769924695
1.80514887922111e17	0.0037741588007150603
1.8387769800823232e17	0.0037741588383298575
1.8730315385064422e17	0.003774158884101197
1.907924224765265e17	0.003774158939582781
1.9434669265360144e17	0.003774159006579464
1.9796717529513366e17	0.0037741590871794945
2.0165510387247443e17	0.003774159183789535
2.0541173483530726e17	0.0037741592991724893
2.0923834803969792e17	0.0037741594364881473
2.1313624718414333e17	0.0037741595993365713
2.1710676025372714e17	0.00377415979180426
2.2115123997254886e17	0.0037741600185128414
2.2527106426459734e17	0.0037741602846702643
2.2946763672319408e17	0.0037741605961242168
2.3374238708918125e17	0.0037741609594175397
2.380967717380368e17	0.00377416138184534
2.4253227417603555e17	0.003774161871513451
2.4705040554568205e17	0.00377416243739781
2.5165270514053994e17	0.0037741630894043265
2.563407409296515e17	0.0037741638384287245
2.6111611009174515e17	0.003774164696415812
2.659804395593764e17	0.003774165676417556
2.709353865732049e17	0.0037741667926493366
2.7598263924661917e17	0.003774168060543725
2.811239171408467e17	0.0037741694968010425
2.86360971850811e17	0.003774171119435989
2.916955876018805e17	0.0037741729478196003
2.9712958185773344e17	0.003774175002715729
3.026648059395683e17	0.0037741773063113696
3.0830314565682835e17	0.0037741798822399906
3.140465219496749e17	0.0037741827555971617
3.198968915434525e17	0.003774185952947756
3.25856247615323e17	0.0037741895023240954
3.319266204733183e17	0.003774193433214244
3.3811007824806957e17	0.0037741977765400666
3.4440872759738234e17	0.003774202564624293
3.508247144239782e17	0.003774207831146317
3.573602246065796e17	0.003774213611086141
3.6401748474461376e17	0.0037742199406563515
3.7079876291681574e17	0.003774226857221685
3.777063694539372e17	0.0037742343992061907
3.847426577258498e17	0.003774242605987891
3.919100249433418e17	0.003774251517780958
3.992109129748054e17	0.0037742611755056444
4.066478091781846e17	0.003774271620646114
4.1422324724839066e17	0.003774282895096597
4.219398080805024e17	0.0037742950409963083
4.298001206490781e17	0.0037743081005536835
4.3780686290381754e17	0.0037743221158605517
4.459627626819087e17	0.0037743371286970383
4.5427059863740614e17	0.0037743531803279594
4.627332011878693e17	0.0037743703112916712
4.713534534786897e17	0.0037743885611823337
4.801342923653465e17	0.0037744079684265777
4.89078709413959e17	0.0037744285700558253
4.981897519205145e17	0.0037744504014752263
5.074705239490476e17	0.0037744734962305783
5.169241873891593e17	0.003774497885774304
5.265539630332777e17	0.0037745235992319224
5.3636313167392454e17	0.0037745506631700083
5.4635503522148646e17	0.0037745791013672728
5.5653307784276634e17	0.0037746089345895646
5.6690072712074336e17	0.003774640180370486
5.774615152359802e17	0.003774672852798551
5.882190401699968e17	0.0037747069623121497
5.991769669310612e17	0.0037747425155035042
6.103390288028646e17	0.0037747795149326536
6.217090286163834e17	0.0037748179589525755
6.332908400455101e17	0.0037748578415462797
6.450884089267712e17	0.0037748991521770444
6.57105754603627e17	0.003774941875652278
6.69346971295864e17	0.0037749859920021374
6.818162294944493e17	0.003775031476373249
6.945177773823689e17	0.0037750782989383843
7.074559422819908e17	0.0037751264248223645
7.20635132129306e17	0.003775175814044789
7.340598369757197e17	0.003775226421480408
7.477346305177612e17	0.0037752781968336062
7.616641716552892e17	0.003775331084638282
7.758532060787812e17	0.003775385024265356
7.903065678861364e17	0.003775439949951288
8.050291812295973e17	0.003775495790852299
8.200260619934097e17	0.0037755524711006474
8.353023195026788e17	0.0037756099098897114
8.508631582640564e17	0.0037756680215709163
8.66713879738926e17	0.003775726715767405
8.82859884149515e17	0.0037757858975036693
8.993066723187596e17	0.0037758454673497044
9.160598475443729e17	0.00377590532158051
9.33125117507824e17	0.003775965352348612
9.505082962189473e17	0.0037760254478700645
9.682153059967096e17	0.003776085492623024
9.862521794868764e17	0.003776145367556965
1.0046250617173444e18	0.003776204950313665
1.0233402121916422e18	0.0037762641154577025
1.0424040070215537e18	0.0037763227347154256
1.0618229410993868e18	0.0037763806772020806
1.0816036303107094e18	0.0037764378096215735
1.1017528137883828e18	0.0037764939968751446
1.1222773562085094e18	0.003776549101820081
1.1431842501291479e18	0.0037766029858923747
1.1644806183726902e18	0.003776655509019869
1.1861737164524792e18	0.003776706530187817
1.2082709350447734e18	0.0037767559081246117
1.2307798025066683e18	0.003776803500797507
1.2537079874409196e18	0.003776849165710391
1.2770633013086395e18	0.0037768927608835246
1.3008537010905733e18	0.003776934144386677
1.3250872919979512e18	0.003776973175512461
1.3497723302339474e18	0.0037770097151005122
1.3749172258064205e18	0.003777043620948261
1.4005305453932168e18	0.003777074758561611
1.4266210152607414e18	0.0037771029908970247
1.4531975242368955e18	0.0037771281843499943
1.480269126739504e18	0.003777150206953878
1.5078450458610542e18	0.003777168929478419
1.5359346765108954e18	0.0037771842247071637
1.5645475886161021e18	0.0037771959687410658
1.5936935303817761e18	0.003777204040449646
1.623382431612275e18	0.0037772083218226616
1.6536244070941855e18	0.003777208698584773
1.6844297600423153e18	0.003777205059519923
1.7158089856099996e18	0.0037771972974556685
