0.0077
E	mod_factor_ms
1.0e17	0.0038203659396645728
1.0186289902446845e17	0.0038203659396833277
1.037605019766914e17	0.0038203659397102754
1.0569345535579874e17	0.003820365939748744
1.076624177045489e17	0.003820365939803293
1.0966805983368696e17	0.0038203659398801325
1.1171106505048219e17	0.003820365939987683
1.1379212939153186e17	0.003820365940137265
1.1591196185988858e17	0.0038203659403440197
1.1807128466661867e17	0.0038203659406280555
1.2027083347685144e17	0.0038203659410159375
1.2251135766041178e17	0.0038203659415425094
1.2479362054713062e17	0.003820365942253245
1.27118399686903e17	0.0038203659432071257
1.2948648711459022e17	0.003820365944480197
1.3189868961986746e17	0.0038203659461699875
1.3435582902208262e17	0.00382036594840086
1.3685874245025149e17	0.0038203659513305287
1.3940828262825814e17	0.003820365955157951
1.4200531816536818e17	0.0038203659601327663
1.4465073385216413e17	0.003820365966566605
1.4734543096198374e17	0.003820365974846472
1.5009032755797334e17	0.0038203659854505966
1.5288635880587357e17	0.003820365998967002
1.557344772926135e17	0.003820366016115194
1.5863565335085862e17	0.003820366037771391
1.6159087538959226e17	0.003820366064997595
1.6460115023085498e17	0.003820366099075085
1.676675034527694e17	0.0038203661415426122
1.7079097973894304e17	0.00382036619423987
1.739726432343799e17	0.003820366259356686
1.7721357790803658e17	0.003820366339488288
1.80514887922111e17	0.0038203664376972534
1.8387769800823232e17	0.003820366557582433
1.8730315385064422e17	0.0038203667033553006
1.907924224765265e17	0.0038203668799241387
1.9434669265360144e17	0.00382036709298625
1.9796717529513366e17	0.0038203673491285913
2.0165510387247443e17	0.0038203676559368906
2.0541173483530726e17	0.0038203680221133938
2.0923834803969792e17	0.003820368457603239
2.1313624718414333e17	0.0038203689737293265
2.1710676025372714e17	0.0038203695833354447
2.2115123997254886e17	0.003820370300937349
2.2527106426459734e17	0.003820371142881206
2.2946763672319408e17	0.0038203721275088362
2.3374238708918125e17	0.003820373275328895
2.380967717380368e17	0.0038203746091931136
2.4253227417603555e17	0.0038203761544763843
2.4705040554568205e17	0.0038203779392595168
2.5165270514053994e17	0.0038203799945131663
2.563407409296515e17	0.0038203823542813974
2.6111611009174515e17	0.003820385055863133
2.659804395593764e17	0.0038203881399896215
2.709353865732049e17	0.0038203916509959735
2.7598263924661917e17	0.0038203956369846264
2.811239171408467e17	0.0038204001499785945
2.86360971850811e17	0.0038204052460622307
2.916955876018805e17	0.0038204109855071865
2.9712958185773344e17	0.0038204174328812708
3.026648059395683e17	0.0038204246571378105
3.0830314565682835e17	0.003820432731683286
3.140465219496749e17	0.0038204417344208847
3.198968915434525e17	0.0038204517477678705
3.25856247615323e17	0.0038204628586446204
3.319266204733183e17	0.0038204751584334186
3.3811007824806957e17	0.003820488742905198
3.4440872759738234e17	0.003820503712112607
3.508247144239782e17	0.003820520170248035
3.573602246065796e17	0.0038205382254653418
3.6401748474461376e17	0.003820557989664436
3.7079876291681574e17	0.0038205795782380297
