E	mod_factor
1.0e17	755102.3543023296
1.0186289902446845e17	755102.3543037059
1.037605019766914e17	755102.3543056771
1.0569345535579874e17	755102.354308509
1.076624177045489e17	755102.3543125276
1.0966805983368696e17	755102.3543181941
1.1171106505048219e17	755102.354326138
1.1379212939153186e17	755102.3543371992
1.1591196185988858e17	755102.3543525102
1.1807128466661867e17	755102.3543735702
1.2027083347685144e17	755102.3544023641
1.2251135766041178e17	755102.3544415038
1.2479362054713062e17	755102.3544943939
1.27118399686903e17	755102.3545654606
1.2948648711459022e17	755102.3546604182
1.3189868961986746e17	755102.3547866008
1.3435582902208262e17	755102.3549533725
1.3685874245025149e17	755102.3551726224
1.3940828262825814e17	755102.3554593653
1.4200531816536818e17	755102.3558324575
1.4465073385216413e17	755102.3563154711
1.4734543096198374e17	755102.3569377002
1.5009032755797334e17	755102.3577353891
1.5288635880587357e17	755102.358753141
1.557344772926135e17	755102.360045595
1.5863565335085862e17	755102.3616793477
1.6159087538959226e17	755102.3637351997
1.6460115023085498e17	755102.3663107203
1.676675034527694e17	755102.369523202
1.7079097973894304e17	755102.3735129972
1.739726432343799e17	755102.3784473225
1.7721357790803658e17	755102.384524525
1.80514887922111e17	755102.3919788818
1.8387769800823232e17	755102.4010859128
1.8730315385064422e17	755102.4121683211
1.907924224765265e17	755102.4256025129
1.9434669265360144e17	755102.4418257533
1.9796717529513366e17	755102.4613440017
2.0165510387247443e17	755102.4847403875
2.0541173483530726e17	755102.5126843919
2.0923834803969792e17	755102.5459417052
2.1313624718414333e17	755102.5853847506
2.1710676025372714e17	755102.6320038751
2.2115123997254886e17	755102.6869191688
2.2527106426459734e17	755102.7513928758
2.2946763672319408e17	755102.826842362
2.3374238708918125e17	755102.9148535543
2.380967717380368e17	755103.0171948083
2.4253227417603555e17	755103.1358310769
2.4705040554568205e17	755103.2729383381
2.5165270514053994e17	755103.4309181224
2.563407409296515e17	755103.6124120373
2.6111611009174515e17	755103.8203161494
2.659804395593764e17	755104.0577951017
2.709353865732049e17	755104.3282957608
2.7598263924661917e17	755104.6355602852
2.811239171408467e17	755104.9836384086
2.86360971850811e17	755105.3768987649
2.916955876018805e17	755105.8200390958
2.9712958185773344e17	755106.3180951192
3.026648059395683e17	755106.8764479074
3.0830314565682835e17	755107.5008295765
3.140465219496749e17	755108.1973270905
3.198968915434525e17	755108.9723840615
3.25856247615323e17	755109.8328002992
3.319266204733183e17	755110.7857290114
3.3811007824806957e17	755111.8386715039
3.4440872759738234e17	755112.9994692301
3.508247144239782e17	755114.2762930625
3.573602246065796e17	755115.677629771
3.6401748474461376e17	755117.2122654971
3.7079876291681574e17	755118.8892662771
3.777063694539372e17	755120.7179555659
3.847426577258498e17	755122.7078886655
3.919100249433418e17	755124.8688241936
3.992109129748054e17	755127.2106925126
4.066478091781846e17	755129.7435612683
4.1422324724839066e17	755132.4775980772
4.219398080805024e17	755135.4230304814
4.298001206490781e17	755138.5901033081
4.3780686290381754e17	755141.989033593
4.459627626819087e17	755145.629963233
4.5427059863740614e17	755149.522909598
4.627332011878693e17	755153.6777143049
4.713534534786897e17	755158.1039903357
4.801342923653465e17	755162.8110678827
4.89078709413959e17	755167.8079390782
4.981897519205145e17	755173.1032018994
5.074705239490476e17	755178.7050036157
5.169241873891593e17	755184.6209839629
5.265539630332777e17	755190.8582184622
5.3636313167392454e17	755197.4231621147
5.4635503522148646e17	755204.3215937816
5.5653307784276634e17	755211.5585615919
5.6690072712074336e17	755219.1383296734
5.774615152359802e17	755227.0643264692
5.882190401699968e17	755235.3390949616
5.991769669310612e17	755243.9642450234
6.103390288028646e17	755252.9404083325
6.217090286163834e17	755262.2671958252
6.332908400455101e17	755271.9431581979
6.450884089267712e17	755281.965749447
6.57105754603627e17	755292.3312939145
6.69346971295864e17	755303.0349566722
6.818162294944493e17	755314.0707178647
6.945177773823689e17	755325.4313506231
7.074559422819908e17	755337.1084031019
7.20635132129306e17	755349.0921846133
7.340598369757197e17	755361.3717575017
7.477346305177612e17	755373.9349230354
7.616641716552892e17	755386.7682371795
7.758532060787812e17	755399.8569965292
7.903065678861364e17	755413.1852538105
8.050291812295973e17	755426.7358277377
8.200260619934097e17	755440.4903185803
8.353023195026788e17	755454.4291276647
8.508631582640564e17	755468.5314813533
8.66713879738926e17	755482.775458318
8.82859884149515e17	755497.1380212661
8.993066723187596e17	755511.5950517625
9.160598475443729e17	755526.1213889145
9.33125117507824e17	755540.6908715118
9.505082962189473e17	755555.2763827334
9.682153059967096e17	755569.84989854
9.862521794868764e17	755584.3825387134
1.0046250617173444e18	755598.8446199953
1.0233402121916422e18	755613.205712232
1.0424040070215537e18	755627.4346965548
1.0618229410993868e18	755641.499823709
1.0816036303107094e18	755655.3687470504
1.1017528137883828e18	755669.0086961453
1.1222773562085094e18	755682.3863981344
1.1431842501291479e18	755695.4682421203
1.1644806183726902e18	755708.2202374298
1.1861737164524792e18	755720.6081750295
1.2082709350447734e18	755732.5977797016
1.2307798025066683e18	755744.1545920417
1.2537079874409196e18	755755.2440401163
1.2770633013086395e18	755765.8316769801
1.3008537010905733e18	755775.8830657422
1.3250872919979512e18	755785.3640687185
1.3497723302339474e18	755794.2406850636
1.3749172258064205e18	755802.4791199685
1.4005305453932168e18	755810.0460332782
1.4266210152607414e18	755816.9084089305
1.4531975242368955e18	755823.0338288202
1.480269126739504e18	755828.3902723117
1.5078450458610542e18	755832.9463815368
1.5359346765108954e18	755836.6712873466
1.5645475886161021e18	755839.5349245208
1.5936935303817761e18	755841.5079047112
1.623382431612275e18	755842.5615727915
1.6536244070941855e18	755842.668213981
1.6844297600423153e18	755841.8008315576
1.7158089856099996e18	755839.9334151684
1.7477727744646843e18	755837.0407209204
1.780332016430112e18	755833.0986057343
1.8134978041965028e18	755828.0838649663
1.847281437099636e18	755821.974249806
1.8816944249705518e18	755814.7487121915
1.9167484920568207e18	755806.387114406
1.952455581016861e18	755796.8704518079
1.9888278569888036e18	755786.1808814494
2.0258777117350213e18	755774.3015288328
2.0636177678638566e18	755761.2168122934
2.102060883130167e18	755746.9122343999
2.1412201548157315e18	755731.3745445339
2.1811089241915154e18	755714.5916493897
2.2217407810628915e18	755696.5526795748
2.2631295683995297e18	755677.2479118154
2.3052893870517012e18	755656.66894896
2.348234600554281e18	755634.8086188593
2.3919798400202373e18	755611.6610178634
2.436540009125456e18	755587.2215236209
2.481930289186258e18	755561.4868091575
2.5281661443314954e18	755534.4548249531
2.575263326771209e18	755506.1249743088
2.6232378821631237e18	755476.4977991019
2.672106155079427e18	755445.5753196278
2.721884794575185e18	755413.3608795519
2.772590759860481e18	755379.8591336791
2.824241326078424e18	755345.0762738596
2.876854090190597e18	755309.0197126513
2.9304469769721385e18	755271.6982964068
2.9850382451187415e18	755233.1222543877
3.0406464934670684e18	755193.3031967349
3.0972906673314007e18	755152.2541082891
3.154990064958095e18	755109.9893396607
3.2137643441002757e18	755066.5246363506
3.2736335287152343e18	755021.8769561556
3.3346180157863695e18	754976.0646814351
3.396738582272203e18	754929.1074536636
3.460016392185123e18	754881.0261669073
3.5244730038015877e18	754831.8429350366
3.590130377007061e18	754781.5810530944
3.6570108807775007e18	754730.2649524818
3.7251373008002094e18	754677.9201518246
3.7945328472369265e18	754624.5732057755
3.8652211626312694e18	754570.2516415371
3.9372263299634755e18	754514.9839061495
4.010572880855512e18	754458.7992610901
4.085285803928565e18	754401.7278577978
4.1613905533166986e18	754343.8004570216
4.238913057338792e18	754285.0484959275
4.317879727332021e18	754225.5039819307
4.3983174666502103e18	754165.1994139601
4.480253679829499e18	754104.1677119344
4.563716281924754e18	754042.4421305396
4.648733708020275e18	753980.0562036881
4.735334922917121e18	753917.0436498425
4.823549431001458e18	753853.4383095495
4.913407286296377e18	753789.2740730069
5.004939102700954e18	753724.5848081871
5.098176064420409e18	753659.404308158
5.193149936590223e18	753593.7661919945
5.289893076098145e18	753527.7038736184
5.388438442608246e18	753461.2505400236
5.488819609789678e18	753394.4390200117
5.591070776755282e18	753327.3017872722
5.695226779712843e18	753259.870906059
5.801323103833379e18	753192.1779905906
5.909395895340953e18	753124.2541683106
6.019481973827287e18	753056.1300497178
6.131618844795769e18	752987.8356998966
6.245844712439592e18	752919.4006186825
6.362198492657495e18	752850.8537182948
6.480719826311958e18	752782.2233109148
6.60144909273491e18	752713.5370947232
6.724427423484249e18	752644.8221561728
6.849696716357426e18	752576.1049492403
6.977299649665552e18	752507.4113056783
7.107279696773412e18	752438.7664372198
7.239681140910847e18	752370.1949344549
7.374549090259561e18	752301.7207783299
7.511929493320953e18	752233.3673463669
7.651869154570849e18	752165.1574239414
7.794415750404951e18	752097.1132156962
7.93961784538226e18	752029.2563606334
8.087524908770474e18	751961.6079263121
8.238187331399601e18	751894.1885006039
8.391656442830127e18	751827.0180951392
8.547984528840422e18	751760.1162347251
8.707224849239904e18	751693.5019570402
8.86943165601474e18	751627.1938270042
9.034660211810534e18	751561.2099565493
9.202966808760391e18	751495.5680161759
9.37440878766302e18	751430.2852563977
9.549044557518078e18	751365.3785159447
9.726933615426138e18	751300.8642420697
9.908136566858686e18	751236.7585157761
1.0092715146305698e19	751173.0770269885
1.028073223830869e19	751109.8469387336
1.0472251898884354e19	751047.047712199
1.0667339377348549e19	750984.7296071958
1.0866061138546002e19	750922.89512844
1.106848488549412e19	750861.5582341284
1.1274679582449426e19	750800.7326815303
1.1484715478402914e19	750740.4318912657
1.1698664131013057e19	750680.6689899873
1.1916598430985636e19	750621.4568146206
1.213859262690629e19	750562.8079175466
1.2364722350537126e19	750504.7345743545
1.2595064642583615e19	750447.2487789184
1.2829697978941475e19	750390.3622576051
1.3068702297433424e19	750334.0864692752
1.3312159025043104e19	750278.4325945805
1.356015110565632e19	750223.4116192596
1.3812763028320152e19	750169.0342120373
1.4070080856026864e19	750115.3108458582
1.433219225503571e19	750062.2517964069
1.4599186524739832e19	750009.8671557641
1.4871154628089539e19	749958.1668921344
1.514818922258341e19	749907.1609074075
1.5430384691835677e19	749856.8591272433
1.5717837177731613e19	749807.2716240198
1.6010644613183242e19	749758.4087839304
1.6308906755493343e19	749710.281531134
1.6612725220342897e19	749662.9016283512
1.6922203516410425e19	749616.2820754369
1.7237447080636199e19	749570.4376278855
1.7558563314144635e19	749525.3854755465
1.7885661618834655e19	749481.1461021166
1.8218853434651652e19	749437.7443968126
1.8558252277555114e19	749395.2110389415
1.8903973778192232e19	749353.5842365598
1.925613572129195e19	749312.9118779983
1.9614858085794374e19	749273.2541725755
1.9980263085725508e19	749234.6867962404
2.0352475211835716e19	749197.3050173968
2.0731621274012353e19	749161.2279941473
2.111783044448242e19	749126.6042946482
2.1511234301821583e19	749093.6185698318
2.1911966875781517e19	749062.4988148621
2.23201646929523e19	749033.5251662479
2.2735966823277244e19	749007.0396168629
2.3159514927431545e19	748983.4572207063
2.359095330508629e19	748963.2786740937
2.4030428944069743e19	748947.1042239064
2.4478091570444403e19	748935.6490041934
2.49340936995187e19	748929.7597545641
2.539859068780729e19	748930.4328500541
2.5871740785959186e19	748938.8335503803
2.6353705192674038e19	748956.3162997656
2.684464810961965e19	748984.4459217015
2.734473679737574e19	749025.0193556817
2.7854141632417747e19	749080.0878935074
2.8373036165162115e19	749151.9792347985
2.8901597179095e19	749243.3189987724
2.9440004751000396e19	749357.0521384695
2.9988442312310247e19	749496.4620415656
3.0547096711599804e19	749665.1887114573
3.111615827824363e19	749867.2442241986
3.1695820887261086e19	750107.0257124855
3.22862820253674e19	750389.3250873769
3.28877428582551e19	750719.3348708639
3.3500408299131224e19	751102.6500271582
3.4124487078528963e19	751545.2651734141
3.476019181541974e19	752053.5668600855
3.5407739089652842e19	752634.320586553
3.6067349515740316e19	753294.6523002187
3.6739247818020667e19	754042.0241554554
3.742366290721992e19	754884.2044395191
3.812082795843888e19	755829.2314150955
3.8830980490595934e19	756885.3712789394
3.95543624473471e19	758061.069970907
4.029122027951344e19	759364.89901089
4.104180502904726e19	760805.4953480952
4.180637241455762e19	762391.4952744995
4.258518291843406e19	764131.4624538284
4.337850187559002e19	766033.8100612866
4.418659956385941e19	768106.71729757
4.500975129608033e19	770358.0394786629
4.584823751389105e19	772795.2129741415
4.670234388327331e19	775425.1535814514
4.75723613918787e19	778254.149050567
4.8458586448165e19	781287.7452435168
4.936132098237907e19	784530.6263745938
5.0280872549424955e19	787986.4880158704
5.121755443364241e19	791657.9043961179
5.217168575554333e19	795546.1888534911
5.314359158053252e19	799651.2481243609
5.413360302965376e19	803971.4304901125
5.514205739240279e19	808503.3688873136
5.6169298241638154e19	813241.8193707714
5.72156755506324e19	818179.496179435
5.828154581230864e19	823306.9055777767
5.9367272160691266e19	828612.1802396832
6.047322449462631e19	834080.9172002528
6.159977960380181e19	839696.022757959
6.274732129711574e19	845437.5686386233
6.391624053343979e19	851282.6643013926
6.510693555481468e19	857205.3511361062
6.631981202212662e19	863176.5250601013
6.7555283153316676e19	869163.8946593856
6.88137698641567e19	875131.9825744651
7.0095700911656034e19	881042.1782550421
7.140151304013418e19	886852.8502079234
7.273165113001454e19	892519.5256868806
7.408656834939537e19	897995.1451249203
7.546672630843902e19	903230.397243833
7.68725952166372e19	908174.1393512572
7.830465404301215e19	912773.9047702879
7.97633906792928e19	916976.4965191411
8.124930210614031e19	920728.6627576373
8.27628945624637e19	923977.8460309892
8.430468371788967e19	926672.9933042501
8.587519484845144e19	928765.4105505063
8.747496301554434e19	930209.6408560518
8.910453324821504e19	930964.3414126517
9.076446072885394e19	930993.1324212443
9.245531098233579e19	930265.3891039842
9.4177660068695e19	928756.9477079522
9.593209477938271e19	926450.6974916367
9.771921283717997e19	923337.0346809189
9.953962309984204e19	919414.1573670597
1.0139394576752938e20	914688.1875591221
1.0328281259410275e20	909173.1127311544
1.0520686710236271e20	902890.5474821005
1.0716676480328643e20	895869.3226672827
1.0916317341936126e20	888144.917552781
1.1119677311207024e20	879758.7570510975
1.1326825671361538e20	870757.3935290152
1.1537832996296573e20	861191.6245209839
1.1752771174629476e20	851115.5415996597
1.1971713434189657e20	840585.5782916326
1.2194734366967433e20	829659.5645020826
1.2421909954526187e20	818395.8220198852
1.2653317593889404e20	806852.3217435707
1.2889036123908968e20	795085.9219342958
1.3129145852124653e20	783151.6987620905
1.3373728582124922e20	771102.3784830702
1.3622867641416496e20	758987.873726719
1.3876647909813071e20	746854.9235246406
1.4135155848353898e20	734746.8326458007
1.4398479528760096e20	722703.3033557885
1.4666708663439655e20	710760.3509092757
1.4939934636052624e20	698950.2924664754
1.521825053264387e20	687301.7988432433
1.5501751173357656e20	675839.9981532447
1.579053314474179e20	664586.6213008754
1.6084694832653553e20	653560.178800703
1.638433645577978e20	642776.1610256368
1.6689560099780264e20	632247.2529892408
1.7000469752067146e20	621983.5578223399
1.73171713372336e20	611992.8222833902
1.7639772753140453e20	602280.6606214214
1.7968383907677156e20	592850.7721056917
