E	mod_factor
1.0e17	100.0105280538219
1.0186289902446845e17	100.01052912858763
1.037605019766914e17	100.01053053889495
1.0569345535579874e17	100.01053238043879
1.076624177045489e17	100.0105347735071
1.0966805983368696e17	100.01053786856626
1.1171106505048219e17	100.0105418529308
1.1379212939153186e17	100.01054695868366
1.1591196185988858e17	100.01055347204705
1.1807128466661867e17	100.01056174439346
1.2027083347685144e17	100.0105722051393
1.2251135766041178e17	100.01058537675569
1.2479362054713062e17	100.01060189216291
1.27118399686903e17	100.01062251479078
1.2948648711459022e17	100.01064816159716
1.3189868961986746e17	100.01067992936257
1.3435582902208262e17	100.01071912457387
1.3685874245025149e17	100.01076729723789
1.3940828262825814e17	100.01082627895578
1.4200531816536818e17	100.01089822558436
1.4465073385216413e17	100.01098566484296
1.4734543096198374e17	100.01109154915314
1.5009032755797334e17	100.01121931404073
1.5288635880587357e17	100.01137294237088
1.557344772926135e17	100.01155703467046
1.5863565335085862e17	100.01177688574953
1.6159087538959226e17	100.01203856778972
1.6460115023085498e17	100.01234902001552
1.676675034527694e17	100.01271614499723
1.7079097973894304e17	100.01314891157186
1.739726432343799e17	100.01365746427952
1.7721357790803658e17	100.01425323914287
1.80514887922111e17	100.01494908550973
1.8387769800823232e17	100.01575939359826
1.8730315385064422e17	100.01670022725749
1.907924224765265e17	100.01778946138121
1.9434669265360144e17	100.01904692326629
1.9796717529513366e17	100.02049453712738
2.0165510387247443e17	100.0221564708552
2.0541173483530726e17	100.02405928398123
2.0923834803969792e17	100.02623207573781
2.1313624718414333e17	100.02870663196875
2.1710676025372714e17	100.0315175695699
2.2115123997254886e17	100.03470247703632
2.2527106426459734e17	100.03830204964997
2.2946763672319408e17	100.04236021770251
2.3374238708918125e17	100.04692426621072
2.380967717380368e17	100.0520449443934
2.4253227417603555e17	100.05777656332637
2.4705040554568205e17	100.06417708001834
2.5165270514053994e17	100.071308166291
2.563407409296515e17	100.07923526081245
2.6111611009174515e17	100.08802760263636
2.659804395593764e17	100.0977582448476
2.709353865732049e17	100.10850404663984
2.7598263924661917e17	100.12034564273893
2.811239171408467e17	100.13336738869224
2.86360971850811e17	100.14765728106144
2.916955876018805e17	100.16330685144658
2.9712958185773344e17	100.18041103359893
3.026648059395683e17	100.1990680028273
3.0830314565682835e17	100.21937898745237
3.140465219496749e17	100.24144805173547
3.198968915434525e17	100.26538185013337
3.25856247615323e17	100.29128935327735
3.319266204733183e17	100.31928154542895
3.3811007824806957e17	100.34947109411883
3.4440872759738234e17	100.38197199254648
3.508247144239782e17	100.41689917513092
3.573602246065796e17	100.4543681076
3.6401748474461376e17	100.49449435242806
3.7079876291681574e17	100.53739311062999
3.777063694539372e17	100.58317874156204
3.847426577258498e17	100.63196426194735
3.919100249433418e17	100.6838608256107
3.992109129748054e17	100.73897718561597
4.066478091781846e17	100.7974191409839
4.1422324724839066e17	100.85928896809753
4.219398080805024e17	100.9246848409929
4.298001206490781e17	100.99370024008633
4.3780686290381754e17	101.06642335300003
4.459627626819087e17	101.14293646743295
4.5427059863740614e17	101.22331536057584
4.627332011878693e17	101.30762868308703
4.713534534786897e17	101.39593734454617
4.801342923653465e17	101.48829389694475
4.89078709413959e17	101.58474192171919
4.981897519205145e17	101.68531542072317
5.074705239490476e17	101.79003821286419
5.169241873891593e17	101.89892333881535
5.265539630332777e17	102.01197247449453
5.3636313167392454e17	102.12917535560938
5.4635503522148646e17	102.25050921578223
5.5653307784276634e17	102.37593823850975
5.6690072712074336e17	102.5054130259494
5.774615152359802e17	102.63887008556591
5.882190401699968e17	102.77623133559233
5.991769669310612e17	102.91740363426538
6.103390288028646e17	103.06227833087202
6.217090286163834e17	103.21073084320972
6.332908400455101e17	103.36262026023347
6.450884089267712e17	103.51778897956461
6.57105754603627e17	103.6760623690259
6.69346971295864e17	103.8372484687187
6.818162294944493e17	104.00113772455919
6.945177773823689e17	104.16750276420643
7.074559422819908e17	104.33609820908633
7.20635132129306e17	104.50666053580589
7.340598369757197e17	104.67890797763614
7.477346305177612e17	104.85254045803318
7.616641716552892e17	105.0272396511396
7.758532060787812e17	105.20266898081415
7.903065678861364e17	105.37847377823647
8.050291812295973e17	105.55428143030164
8.200260619934097e17	105.72970156914725
8.353023195026788e17	105.90432650239593
8.508631582640564e17	106.07773157658082
8.66713879738926e17	106.24947537016904
8.82859884149515e17	106.41910052562767
8.993066723187596e17	106.58613415877043
9.160598475443729e17	106.75008862350253
9.33125117507824e17	106.91046222158784
9.505082962189473e17	107.06673987149337
9.682153059967096e17	107.2183942099243
9.862521794868764e17	107.36488665945664
1.0046250617173444e18	107.50566812871692
1.0233402121916422e18	107.64018059675391
1.0424040070215537e18	107.76785812282546
1.0618229410993868e18	107.88812782804717
1.0816036303107094e18	108.00041208971055
1.1017528137883828e18	108.10412925727309
1.1222773562085094e18	108.19869529554111
1.1431842501291479e18	108.28352584595115
1.1644806183726902e18	108.35803739103345
1.1861737164524792e18	108.42164908817882
1.2082709350447734e18	108.47378460689559
1.2307798025066683e18	108.51387383396025
1.2537079874409196e18	108.54135489505931
1.2770633013086395e18	108.5556757817207
1.3008537010905733e18	108.55629664778748
1.3250872919979512e18	108.54269119002635
1.3497723302339474e18	108.51434890131551
1.3749172258064205e18	108.47077720754217
1.4005305453932168e18	108.41150310572766
1.4266210152607414e18	108.33607513130983
1.4531975242368955e18	108.24406540551162
1.480269126739504e18	108.13507148216206
1.5078450458610542e18	108.00871806543854
1.5359346765108954e18	107.86465903274848
1.5645475886161021e18	107.70257911621401
1.5936935303817761e18	107.5221957561013
1.623382431612275e18	107.32326029332894
1.6536244070941855e18	107.10556011459681
1.6844297600423153e18	106.86891980266472
1.7158089856099996e18	106.61320221487888
1.7477727744646843e18	106.33831069480576
1.780332016430112e18	106.04418882627212
1.8134978041965028e18	105.73082249926824
1.847281437099636e18	105.39824022585037
1.8816944249705518e18	105.04651381814766
1.9167484920568207e18	104.67575889015899
1.952455581016861e18	104.28613483678426
1.9888278569888036e18	103.87784548951244
2.0258777117350213e18	103.45113778044002
2.0636177678638566e18	103.00630270243467
2.102060883130167e18	102.54367331311651
2.1412201548157315e18	102.06362484240675
2.1811089241915154e18	101.56657245941868
2.2217407810628915e18	101.05297104276372
2.2631295683995297e18	100.52331217928123
2.3052893870517012e18	99.97812368552009
2.348234600554281e18	99.41796602841653
2.3919798400202373e18	98.84343129989917
2.436540009125456e18	98.25513986260263
2.481930289186258e18	97.6537380125244
2.5281661443314954e18	97.03989525066874
2.575263326771209e18	96.41430109218653
2.6232378821631237e18	95.77766251831063
2.672106155079427e18	95.13070044621271
2.721884794575185e18	94.47414728457393
2.772590759860481e18	93.80874317064435
2.824241326078424e18	93.13523377388431
2.876854090190597e18	92.45436654040302
2.9304469769721385e18	91.76688844904817
2.9850382451187415e18	91.0735429977081
3.0406464934670684e18	90.37506769291443
3.0972906673314007e18	89.67219142452977
3.154990064958095e18	88.96563238162813
3.2137643441002757e18	88.25609556179671
3.2736335287152343e18	87.54427142117379
