E	db0_pair_dE	db0_pion_dE	db0_rsh_dE	db0_dE
2.8278179796253384e18	2.0130670703355315e-10	0.0	7.358487281534e-11	2.0130670703355315e-10
2.8605955351757507e18	2.0300956922117647e-10	0.0	7.358487281534e-11	2.0300956922117647e-10
2.8937530190509476e18	2.0470075012328694e-10	0.0	7.358487281534e-11	2.0470075012328694e-10
2.927294835042825e18	2.063799466006522e-10	0.0	7.358487281534e-11	2.063799466006522e-10
2.9612254379880315e18	2.080468619087053e-10	0.0	7.358487281534e-11	2.080468619087053e-10
2.9955493343598223e18	2.0970120604171215e-10	0.0	7.358487281534e-11	2.0970120604171215e-10
3.030271082866393e18	2.1134269586843356e-10	0.0	7.358487281534e-11	2.1134269586843356e-10
3.065395295056536e18	2.129710553325028e-10	0.0	7.358487281534e-11	2.129710553325028e-10
3.1009266359319235e18	2.1458601549080202e-10	0.0	7.358487281534e-11	2.1458601549080202e-10
3.136869824566886e18	2.161873148865904e-10	0.0	7.358487281534e-11	2.161873148865904e-10
3.173229634734973e18	2.1777469959165894e-10	0.0	7.358487281534e-11	2.1777469959165894e-10
3.2100108955431813e18	2.1934792318417837e-10	0.0	7.358487281534e-11	2.1934792318417837e-10
3.2472184920731254e18	2.2090675032906942e-10	0.0	7.358487281534e-11	2.2090675032906942e-10
3.284857366030054e18	2.2245094400225634e-10	0.0	7.358487281534e-11	2.2245094400225634e-10
3.3229325163989683e18	2.2398028446821123e-10	0.0	7.358487281534e-11	2.2398028446821123e-10
3.3614490001087754e18	2.254945572725153e-10	0.0	7.358487281534e-11	2.254945572725153e-10
3.4004119327037025e18	2.2699355587327872e-10	0.0	7.358487281534e-11	2.2699355587327872e-10
3.439826489022935e18	2.2847708203592823e-10	0.0	7.358487281534e-11	2.2847708203592823e-10
3.479697903887688e18	2.2994494582498301e-10	0.0	7.358487281534e-11	2.2994494582498301e-10
3.52003147279669e18	2.3139696559626758e-10	0.0	7.358487281534e-11	2.3139696559626758e-10
3.560832552629274e18	2.32832968056283e-10	0.0	7.358487281534e-11	2.32832968056283e-10
3.602106562357081e18	2.342527883995758e-10	0.0	7.358487281534e-11	2.342527883995758e-10
3.6438589837635405e18	2.3565627002673016e-10	0.0	7.358487281534e-11	2.3565627002673016e-10
3.686095362172169e18	2.3704326482183983e-10	0.0	7.358487281534e-11	2.3704326482183983e-10
3.72882130718283e18	2.3841363297803435e-10	0.0	7.358487281534e-11	2.3841363297803435e-10
3.772042493417009e18	2.397672429197428e-10	0.0	7.358487281534e-11	2.397672429197428e-10
3.815764661271245e18	2.411039714391286e-10	0.0	7.358487281534e-11	2.411039714391286e-10
3.859993617679779e18	2.4242370347346433e-10	0.0	7.358487281534e-11	2.4242370347346433e-10
3.9047352368855557e18	2.437263319408693e-10	0.0	7.358487281534e-11	2.437263319408693e-10
3.949995461220655e18	2.450117580222979e-10	0.0	7.358487281534e-11	2.450117580222979e-10
3.9957803018952653e18	2.4627989045945683e-10	0.0	7.358487281534e-11	2.4627989045945683e-10
4.042095839796318e18	2.475306432459998e-10	0.0	7.358487281534e-11	2.475306432459998e-10
4.088948226294856e18	2.487639464851501e-10	0.0	7.358487281534e-11	2.487639464851501e-10
4.1363436840632863e18	2.499797293399776e-10	0.0	7.358487281534e-11	2.499797293399776e-10
4.184288507901576e18	2.5117793098783117e-10	0.0	7.358487281534e-11	2.5117793098783117e-10
4.232789065573562e18	2.5235849805596186e-10	0.0	7.358487281534e-11	2.5235849805596186e-10
4.281851798652407e18	2.53521384034958e-10	0.0	7.358487281534e-11	2.53521384034958e-10
4.3314832233764116e18	2.5466654949274586e-10	0.0	7.358487281534e-11	2.5466654949274586e-10
4.3816899315141857e18	2.5579396155717874e-10	0.0	7.358487281534e-11	2.5579396155717874e-10
4.4324785912404096e18	2.569035937603831e-10	0.0	7.358487281534e-11	2.569035937603831e-10
4.4838559480211814e18	2.579954262170379e-10	0.0	7.358487281534e-11	2.579954262170379e-10
4.5358288255102003e18	2.590694448352336e-10	0.0	7.358487281534e-11	2.590694448352336e-10
4.588404126454752e18	2.601256415333898e-10	0.0	7.358487281534e-11	2.601256415333898e-10
4.641588833612792e18	2.6116401398465e-10	0.0	7.358487281534e-11	2.6116401398465e-10
4.695390010680053e18	2.6218456526862477e-10	0.0	7.358487281534e-11	2.6218456526862477e-10
4.749814803228514e18	2.6318730363907416e-10	0.0	7.358487281534e-11	2.6318730363907416e-10
4.804870439655124e18	2.641722421881251e-10	0.0	7.358487281534e-11	2.641722421881251e-10
4.860564232142149e18	2.6513939929859095e-10	0.0	7.358487281534e-11	2.6513939929859095e-10
4.916903577628021e18	2.660887973974716e-10	0.0	7.358487281534e-11	2.660887973974716e-10
4.973895958790077e18	2.6702046347678053e-10	0.0	7.358487281534e-11	2.6702046347678053e-10
5.031548945038046e18	2.679344286489005e-10	0.0	7.358487281534e-11	2.679344286489005e-10
5.089870193519695e18	2.688307279364316e-10	0.0	7.358487281534e-11	2.688307279364316e-10
5.148867450137487e18	2.697094018763395e-10	0.0	7.358487281534e-11	2.697094018763395e-10
5.208548550577676e18	2.7057048867001516e-10	0.0	7.358487281534e-11	2.7057048867001516e-10
5.268921421350666e18	2.714140355974973e-10	0.0	7.358487281534e-11	2.714140355974973e-10
5.329994080844104e18	2.7224008907671074e-10	0.0	7.358487281534e-11	2.7224008907671074e-10
5.391774640387494e18	2.7304870422729386e-10	0.0	7.358487281534e-11	2.7304870422729386e-10
5.454271305329847e18	2.738399329511573e-10	0.0	7.358487281534e-11	2.738399329511573e-10
5.517492376129117e18	2.7461383149503497e-10	0.0	7.358487281534e-11	2.7461383149503497e-10
5.581446249454978e18	2.753704583059889e-10	0.0	7.358487281534e-11	2.753704583059889e-10
5.646141419303662e18	2.761098739168298e-10	0.0	7.358487281534e-11	2.761098739168298e-10
5.711586478126447e18	2.7683214085714713e-10	0.0	7.358487281534e-11	2.7683214085714713e-10
5.777790117970495e18	2.775373232168003e-10	0.0	7.358487281534e-11	2.775373232168003e-10
5.84476113163365e18	2.7822548678725015e-10	0.0	7.358487281534e-11	2.7822548678725015e-10
5.912508413831869e18	2.7889669868713054e-10	0.0	7.358487281534e-11	2.7889669868713054e-10
5.981040962380957e18	2.795510272403918e-10	0.0	7.358487281534e-11	2.795510272403918e-10
6.050367879391212e18	2.8018854200897045e-10	0.0	7.358487281534e-11	2.8018854200897045e-10
6.120498372476715e18	2.808093133542739e-10	0.0	7.358487281534e-11	2.808093133542739e-10
6.191441755977834e18	2.8141341281670333e-10	0.0	7.358487281534e-11	2.8141341281670333e-10
6.263207452198705e18	2.8200091237390835e-10	0.0	7.358487281534e-11	2.8200091237390835e-10
6.335804992658242e18	2.825718846893338e-10	0.0	7.358487281534e-11	2.825718846893338e-10
6.40924401935647e18	2.831264032505722e-10	0.0	7.358487281534e-11	2.831264032505722e-10
6.483534286054714e18	2.8366454157834187e-10	0.0	7.358487281534e-11	2.8366454157834187e-10
6.558685659571449e18	2.841863738521275e-10	0.0	7.358487281534e-11	2.841863738521275e-10
6.634708121092337e18	2.846919746490342e-10	0.0	7.358487281534e-11	2.846919746490342e-10
6.711611767496301e18	2.8518142026301377e-10	0.0	7.358487281534e-11	2.8518142026301377e-10
6.789406812696099e18	2.856547801183609e-10	0.0	7.358487281534e-11	2.856547801183609e-10
6.868103588995322e18	2.8611213430286925e-10	0.0	7.358487281534e-11	2.8611213430286925e-10
6.947712548460226e18	2.8655355636578063e-10	0.0	7.358487281534e-11	2.8655355636578063e-10
7.028244264308367e18	2.869791210920719e-10	0.0	7.358487281534e-11	2.869791210920719e-10
7.109709432312424e18	2.8738890362365016e-10	0.0	7.358487281534e-11	2.8738890362365016e-10
7.192118872221208e18	2.877829788712649e-10	0.0	7.358487281534e-11	2.877829788712649e-10
7.275483529196217e18	2.881614217041938e-10	0.0	7.358487281534e-11	2.881614217041938e-10
7.359814475265786e18	2.885243071279745e-10	0.0	7.358487281534e-11	2.885243071279745e-10
7.445122910795128e18	2.8887170977821724e-10	0.0	7.358487281534e-11	2.8887170977821724e-10
7.531420165974391e18	2.8920370433596945e-10	0.0	7.358487281534e-11	2.8920370433596945e-10
7.618717702322984e18	2.8952036557172446e-10	0.0	7.358487281534e-11	2.8952036557172446e-10
7.707027114212319e18	2.8982176783012277e-10	0.0	7.358487281534e-11	2.8982176783012277e-10
7.796360130405221e18	2.901079857432632e-10	0.0	7.358487281534e-11	2.901079857432632e-10
7.886728615614172e18	2.9037909364188683e-10	0.0	7.358487281534e-11	2.9037909364188683e-10
7.978144572076613e18	2.906351658887694e-10	0.0	7.358487281534e-11	2.906351658887694e-10
8.070620141149524e18	2.908762782834573e-10	0.0	7.358487281534e-11	2.908762782834573e-10
8.164167604921456e18	2.9110250227473886e-10	0.0	7.358487281534e-11	2.9110250227473886e-10
8.258799387844289e18	2.913139136710431e-10	0.0	7.358487281534e-11	2.913139136710431e-10
8.354528058382854e18	2.9151058692047565e-10	0.0	7.358487281534e-11	2.9151058692047565e-10
8.451366330684739e18	2.9169259657500414e-10	0.0	7.358487281534e-11	2.9169259657500414e-10
8.549327066268367e18	2.9186001729083905e-10	0.0	7.358487281534e-11	2.9186001729083905e-10
8.648423275731744e18	2.920129236086677e-10	0.0	7.358487281534e-11	2.920129236086677e-10
8.748668120479897e18	2.9215139058067237e-10	0.0	7.358487281534e-11	2.9215139058067237e-10
8.850074914473457e18	2.922754933854551e-10	0.0	7.358487281534e-11	2.922754933854551e-10
8.952657125996382e18	2.9238530748842453e-10	0.0	7.358487281534e-11	2.9238530748842453e-10
9.056428379445313e18	2.924809083176404e-10	0.0	7.358487281534e-11	2.924809083176404e-10
9.161402457138503e18	2.9256237196398003e-10	0.0	7.358487281534e-11	2.9256237196398003e-10
9.267593301146903e18	2.926297748819583e-10	0.0	7.358487281534e-11	2.926297748819583e-10
9.375015015145271e18	2.9268319352145615e-10	0.0	7.358487281534e-11	2.9268319352145615e-10
9.483681866285947e18	2.9272270544272123e-10	0.0	7.358487281534e-11	2.9272270544272123e-10
9.593608287093127e18	2.92748387845305e-10	0.0	7.358487281534e-11	2.92748387845305e-10
9.704808877380327e18	2.927603190094162e-10	0.0	7.358487281534e-11	2.927603190094162e-10
9.81729840618882e18	2.9275857749019796e-10	0.0	7.358487281534e-11	2.9275857749019796e-10
9.931091813749821e18	2.9274324261415804e-10	0.0	7.358487281534e-11	2.9274324261415804e-10
1.004620421346811e19	2.9271439312596385e-10	3.72667363868525e-21	7.358487281534e-11	2.9271439312596385e-10
1.0162650893929972e19	2.9267211112366373e-10	5.6830041227934835e-21	7.358487281534e-11	2.9267211112366373e-10
1.0280447320933077e19	2.926164775268355e-10	8.621165364885106e-21	7.358487281534e-11	2.9261647755002695e-10
1.0399609139541223e19	2.9254757254991764e-10	1.3011021983654082e-20	7.358487281534e-11	2.9254757254991764e-10
1.0520152176161569e19	2.9246547934122364e-10	1.9536196493493128e-20	7.358487281534e-11	2.924654793638867e-10
1.0642092440647268e19	2.923702810333879e-10	2.9186178322399514e-20	7.358487281534e-11	2.923702810781946e-10
1.0765446128423137e19	2.922620612468355e-10	4.338586036645748e-20	7.358487281534e-11	2.922620612911288e-10
1.0890229622637328e19	2.92140904405716e-10	6.417676594365967e-20	7.358487281534e-11	2.921409044495018e-10
1.1016459496336546e19	2.9200689672406637e-10	9.446929052445011e-20	7.358487281534e-11	2.920068968106345e-10
1.1144152514667905e19	2.918601241063013e-10	1.3839200196439888e-19	7.358487281534e-11	2.9186012425605966e-10
1.1273325637104849e19	2.9170067344576795e-10	2.0177291309963554e-19	7.358487281534e-11	2.917006736572571e-10
1.1403996019700355e19	2.9152863262223257e-10	2.9279928935879745e-19	7.358487281534e-11	2.9152863291492474e-10
1.153618101736476e19	2.913440902291795e-10	4.229177671939104e-19	7.358487281534e-11	2.913440906631871e-10
1.1669898186171498e19	2.911471359922584e-10	6.080563228277772e-19	7.358487281534e-11	2.911471365847347e-10
1.1805165285688031e19	2.909378600469561e-10	8.70275175035201e-19	7.358487281534e-11	2.909378609153894e-10
1.194200028133535e19	2.9071635390088583e-10	1.239986538531185e-18	7.358487281534e-11	2.907163551386979e-10
1.2080421346773264e19	2.904827096319338e-10	1.7589251368014822e-18	7.358487281534e-11	2.9048271138843325e-10
1.2220446866314912e19	2.9023702011434044e-10	2.4841048064842633e-18	7.358487281534e-11	2.9023702259208613e-10
1.2362095437367667e19	2.899793794210227e-10	3.493064148957558e-18	7.358487281534e-11	2.8997938291183565e-10
1.250538587290394e19	2.897098822433475e-10	4.890789322589009e-18	7.358487281534e-11	2.8970988712405705e-10
1.2650337203959011e19	2.8942862406460036e-10	6.818808770561276e-18	7.358487281534e-11	2.89428630868301e-10
1.2796968682159442e19	2.891357016741619e-10	9.467087642741578e-18	7.358487281534e-11	2.891357111572715e-10
1.2945299782279133e19	2.8883121211604406e-10	1.3089514622719645e-17	7.358487281534e-11	2.888312252108053e-10
1.3095350204826704e19	2.885152538006775e-10	1.8023977406371908e-17	7.358487281534e-11	2.8851527182496777e-10
1.3247139878661149e19	2.881879256858234e-10	2.471827302845356e-17	7.358487281534e-11	2.8818795039672035e-10
1.3400688963639534e19	2.878493278807904e-10	3.3763404608111457e-17	7.358487281534e-11	2.878493616490888e-10
1.3556017853293662e19	2.874995605721408e-10	4.593618737493011e-17	7.358487281534e-11	2.8749960651109834e-10
1.3713147177539484e19	2.8713872562856344e-10	6.225353608315109e-17	7.358487281534e-11	2.8713878787091397e-10
1.3872097805416182e19	2.8676692544816024e-10	8.404134651900947e-17	7.358487281534e-11	2.8676700949217924e-10
1.403289084785876e19	2.863842629346457e-10	1.1302153174581947e-16	7.358487281534e-11	2.8638437595201364e-10
1.4195547660500986e19	2.8599084201119813e-10	1.5142154601199127e-16	7.358487281534e-11	2.8599099343768485e-10
1.4360089846512636e19	2.855867672341471e-10	2.021116447335252e-16	7.358487281534e-11	2.8558696935737986e-10
1.4526539259467782e19	2.851721439887931e-10	2.6877621074731677e-16	7.358487281534e-11	2.851724127618699e-10
1.4694918006248202e19	2.847470782643403e-10	3.561267466782318e-16	7.358487281534e-11	2.847474343934326e-10
1.486524844997854e19	2.8431167677895834e-10	4.701656175100277e-16	7.358487281534e-11	2.843121469360668e-10
1.5037553212997415e19	2.8386604684074444e-10	6.185113533308694e-16	7.358487281534e-11	2.8386666533955465e-10
1.5211855179861017e19	2.8341029645131364e-10	8.107983208329533e-16	7.358487281534e-11	2.8341110724206666e-10
1.5388177500383494e19	2.8294453436941545e-10	1.0591658701305752e-15	7.358487281534e-11	2.829455935287919e-10
1.5566543592710588e19	2.8246886981587987e-10	1.3788547011201814e-15	7.358487281534e-11	2.8247024866217767e-10
1.57469771464309e19	2.819834121208848e-10	1.7889311941692942e-15	7.358487281534e-11	2.8198520105770437e-10
1.5929502125721197e19	2.8148827236948717e-10	2.3131638587943456e-15	7.358487281534e-11	2.814905855360324e-10
1.6114142772530231e19	2.8098356070142795e-10	2.981079891297552e-15	7.358487281534e-11	2.809865417802026e-10
1.6300923609797378e19	2.8046938896996873e-10	3.8292341486630655e-15	7.358487281534e-11	2.8047321819418034e-10
1.6489869444710683e19	2.7994586857769794e-10	4.90272765663645e-15	7.358487281534e-11	2.799507713063859e-10
1.6681005372000557e19	2.7941311195865163e-10	6.2570181003882304e-15	7.358487281534e-11	2.7941936898289685e-10
1.6874356777273793e19	2.7887123155651195e-10	7.96007067046914e-15	7.358487281534e-11	2.788791916213679e-10
1.7069949340384045e19	2.78320340629974e-10	1.009490406839872e-14	7.358487281534e-11	2.783304355428067e-10
1.7267809038843595e19	2.777605522896157e-10	1.2762593564606284e-14	7.358487281534e-11	2.777733148800914e-10
1.7467962151272421e19	2.7719198027721907e-10	1.6085800664659157e-14	7.358487281534e-11	2.7720806605928e-10
1.7670435260889502e19	2.7661473865179503e-10	2.02129071505912e-14	7.358487281534e-11	2.7663495154279315e-10
1.7875255259042318e19	2.760289415482749e-10	2.5322840148745046e-14	7.358487281534e-11	2.7605426437421385e-10
1.8082449348779555e19	2.7543470338613885e-10	3.1630684219602395e-14	7.358487281534e-11	2.754663340816374e-10
1.8292045048462901e19	2.748321389060521e-10	3.9394186413627105e-14	7.358487281534e-11	2.7487153308676094e-10
1.850407019542306e19	2.7422136291877697e-10	4.892127062748965e-14	7.358487281534e-11	2.742702842053026e-10
1.8718552949655753e19	2.7360249045168683e-10	6.057868817934118e-14	7.358487281534e-11	2.736630691442886e-10
1.893552179756299e19	2.7297563655646457e-10	7.480194314285518e-14	7.358487281534e-11	2.730504384974499e-10
1.915500555573524e19	2.7234091655159944e-10	9.210664141311968e-14	7.358487281534e-11	2.724330231919376e-10
1.937703337477993e19	2.7169844565628195e-10	1.1310142480311142e-13	7.358487281534e-11	2.718115470667382e-10
1.960163474319182e19	2.7104833893962746e-10	1.38502662021134e-13	7.358487281534e-11	2.7118684159997597e-10
1.9828839491270754e19	2.7039071194559404e-10	1.6915108007012034e-13	7.358487281534e-11	2.7055986303036903e-10
2.0058677795082297e19	2.6972567960990917e-10	2.0603052974375107e-13	7.358487281534e-11	2.699317101373771e-10
2.0291180180466823e19	2.6905335774013604e-10	2.5028908927387485e-13	7.358487281534e-11	2.6930364682730576e-10
2.052637752709248e19	2.6837386130420916e-10	3.0326271983307767e-13	7.358487281534e-11	2.686771240196426e-10
2.076430107255779e19	2.676873055662729e-10	3.665016934406383e-13	7.358487281534e-11	2.6805380727230853e-10
2.100498241653911e19	2.6699380467028986e-10	4.4180002182211225e-13	7.358487281534e-11	2.6743560471244795e-10
2.124845352498887e19	2.6629347395445786e-10	5.312281205903575e-13	7.358487281534e-11	2.668247020732512e-10
2.149474673437976e19	2.655864278702001e-10	6.371689429134464e-13	7.358487281534e-11	2.6622359681268026e-10
2.1743894756000846e19	2.6487278091321796e-10	7.62357823573707e-13	7.358487281534e-11	2.6563513873338655e-10
2.1995930680300704e19	2.6415264697335553e-10	9.099262672010932e-13	7.358487281534e-11	2.650625732425043e-10
2.2250887981283738e19	2.6342613994909035e-10	1.0834499145588264e-12	7.358487281534e-11	2.6450958984568267e-10
2.2508800520954573e19	2.626933736839871e-10	1.2870009109462725e-12	7.358487281534e-11	2.639803745959626e-10
2.2769702553816846e19	2.619544616756268e-10	1.5252048921178923e-12	7.358487281534e-11	2.634796665684145e-10
2.3033628731421266e19	2.612095164305503e-10	1.8033027875904509e-12	7.358487281534e-11	2.630128192133191e-10
2.3300614106969293e19	2.604586507863448e-10	2.127217623383146e-12	7.358487281534e-11	2.625858684067402e-10
2.357069413996723e19	2.597019769786694e-10	2.5036264865392046e-12	7.358487281534e-11	2.6220560346643344e-10
2.3843904700937253e19	2.58939606930114e-10	2.940037784017715e-12	7.358487281534e-11	2.6187964471190535e-10
2.412028207618002e19	2.5817165188625124e-10	3.444873897691453e-12	7.358487281534e-11	2.616165257807186e-10
2.4399862972595552e19	2.5739822307241116e-10	4.0275593118230244e-12	7.358487281534e-11	2.6142578238776485e-10
2.4682684522556875e19	2.5661943074028744e-10	4.698614229358781e-12	7.358487281534e-11	2.6131804497781513e-10
2.4968784288843317e19	2.5583538532194406e-10	5.4697536783642654e-12	7.358487281534e-11	2.6130513899650373e-10
2.5258200269627793e19	2.5504619614503383e-10	6.353992031688098e-12	7.358487281534e-11	2.6140018817384594e-10
2.555097090352512e19	2.5425197236187043e-10	7.365752828503339e-12	7.358487281534e-11	2.616177251839587e-10
2.5847135074695586e19	2.5345282237625817e-10	8.520983731773525e-12	7.358487281534e-11	2.619738060968978e-10
2.6146732118010974e19	2.5264885434795727e-10	9.83727637624983e-12	7.358487281534e-11	2.624861307276978e-10
2.6449801824277144e19	2.518401756167432e-10	1.1333990826574119e-11	7.358487281534e-11	2.6317416644317646e-10
2.6756384445520507e19	2.510268928955857e-10	1.303238425750679e-11	7.358487281534e-11	2.640592771515609e-10
2.7066520700332356e19	2.502091123977253e-10	1.4955743460004258e-11	7.358487281534e-11	2.6516485586364786e-10
2.7380251779278635e19	2.493869400242654e-10	1.7129520629026208e-11	7.358487281534e-11	2.665164606536998e-10
2.7697619350368854e19	2.48560480556968e-10	1.9581471865123857e-11	7.358487281534e-11	2.681419524261268e-10
2.801866556459201e19	2.477298383350673e-10	2.2341797796852747e-11	7.358487281534e-11	2.7007163614521576e-10
2.8343433061513036e19	2.468951169608639e-10	2.544328546758172e-11	7.358487281534e-11	2.72338402419771e-10
2.8671964974937756e19	2.4605641935739937e-10	2.892145087033138e-11	7.358487281534e-11	2.7497787023422714e-10
2.9004304938639856e19	2.4521384816726913e-10	3.2814681074833106e-11	7.358487281534e-11	2.7802852924390035e-10
2.934049709215793e19	2.443675048235566e-10	3.716437517876981e-11	7.358487281534e-11	2.8153187999877134e-10
2.9680586086655963e19	2.4351749024196867e-10	4.201508293091869e-11	7.358487281534e-11	2.8553257318292836e-10
3.0024617090855555e19	2.426639044655695e-10	4.741464011101003e-11	7.358487281534e-11	2.9007854457682766e-10
3.0372635797033054e19	2.4180684721254903e-10	5.341429942945294e-11	7.358487281534e-11	2.9522114664862527e-10
3.0724688427090096e19	2.4094641694307154e-10	6.006885585548736e-11	7.358487281534e-11	3.0101527280195385e-10
3.1080821738690576e19	2.4008271268950005e-10	6.743676507801071e-11	7.358487281534e-11	3.075194777718256e-10
3.1441083031472714e19	2.3921582975586086e-10	7.558025402396799e-11	7.358487281534e-11	3.1479608379309915e-10
3.180552015332913e19	2.383458655452014e-10	8.456542195171246e-11	7.358487281534e-11	3.229112874936343e-10
3.217418150676378e19	2.3747291562543934e-10	9.446233096526822e-11	7.358487281534e-11	3.319352465842236e-10
3.2547116055318413e19	2.3659707499730886e-10	1.0534508463583608e-10	7.358487281534e-11	3.4194215963863893e-10
3.2924373330077757e19	2.357184376115669e-10	1.1729189345898232e-10	7.358487281534e-11	3.530103310687389e-10
3.330600343624582e19	2.3483709656320243e-10	1.3038512570222885e-10	7.358487281534e-11	3.652222222824325e-10
3.369205705980274e19	2.339531444850264e-10	1.447113427551656e-10	7.358487281534e-11	3.7866448724638384e-10
3.408258547423445e19	2.3306667313085857e-10	1.6036131732317257e-10	7.358487281534e-11	3.9342799045840317e-10
3.447764054734471e19	2.3217777298667243e-10	1.7743003360977443e-10	7.358487281534e-11	4.096078066016332e-10
3.4877274748141703e19	2.3128653437154165e-10	1.9601666823502399e-10	7.358487281534e-11	4.2730320260143867e-10
3.5281541153808904e19	2.303930462067504e-10	2.1622455115618163e-10	7.358487281534e-11	4.466175973663108e-10
3.5690493456752222e19	2.2949739676549895e-10	2.381611049568996e-10	7.358487281534e-11	4.676585017324188e-10
3.6104185971733447e19	2.2859967377789515e-10	2.6193776248971896e-10	7.358487281534e-11	4.905374362758687e-10
3.652267364308168e19	2.2769996352318335e-10	2.876698614602945e-10	7.358487281534e-11	5.153698249671579e-10
3.69460120519931e19	2.2679835122288552e-10	3.1547651586351356e-10	7.358487281534e-11	5.422748670896256e-10
3.737425742391057e19	2.2589492416407818e-10	3.4548046308503375e-10	7.358487281534e-11	5.713753872363535e-10
3.780746663599357e19	2.249897638376185e-10	3.7780788730679197e-10	7.358487281534e-11	6.027976511412574e-10
3.824569722466991e19	2.2408295444534293e-10	4.1258821763266213e-10	7.358487281534e-11	6.366711720655374e-10
3.868900739327984e19	2.2317457828547547e-10	4.499539022023739e-10	7.358487281534e-11	6.731284804847681e-10
3.913745601980376e19	2.2226471671188686e-10	4.900401575678865e-10	7.358487281534e-11	7.123048742767275e-10
3.959110266468467e19	2.2135345037921827e-10	5.329846935718008e-10	7.358487281534e-11	7.543381439570411e-10
4.0050007578736026e19	2.2044085913818373e-10	5.789274150770499e-10	7.358487281534e-11	7.993682742152336e-10
4.051423171114656e19	2.19527021749628e-10	6.280100986042486e-10	7.358487281534e-11	8.475371203597615e-10
4.098383671757253e19	2.1861201624665826e-10	6.803760489164288e-10	7.358487281534e-11	8.989880651689045e-10
4.14588849683292e19	2.176959198814822e-10	7.361697309050362e-10	7.358487281534e-11	9.538656507865183e-10
4.1939439556671775e19	2.1677880873482203e-10	7.955363841315374e-10	7.358487281534e-11	1.0123151928720442e-9
4.242556430717786e19	2.158607583188334e-10	8.586216139764441e-10	7.358487281534e-11	1.0744823722952775e-9
4.291732378422148e19	2.1494184316173733e-10	9.255709684955925e-10	7.358487281534e-11	1.14051281165733e-9
4.341478330055102e19	2.1402213644264807e-10	9.96529495552788e-10	7.358487281534e-11	1.2105516320064194e-9
4.391800892596077e19	2.1310171184525565e-10	1.0716412867915556e-9	7.358487281534e-11	1.284742998658526e-9
4.4427067496068915e19	2.1218064150726532e-10	1.151049008400143e-9	7.358487281534e-11	1.3632296499181413e-9
4.494202662119133e19	2.1125899540289077e-10	1.2348934182721874e-9	7.358487281534e-11	1.446152413664468e-9
4.546295469532409e19	2.103368442515818e-10	1.3233128781289006e-9	7.358487281534e-11	1.5336497224119478e-9
4.598992090522429e19	2.0941425714921746e-10	1.416442852458964e-9	7.358487281534e-11	1.625857109628918e-9
4.652299523960199e19	2.084913029466513e-10	1.5144154094042125e-9	7.358487281534e-11	1.7229067123508637e-9
4.706224849841272e19	2.0756804908337933e-10	1.6173587126603366e-9	7.358487281534e-11	1.82492676176398e-9
4.760775230226378e19	2.0664456236348075e-10	1.7253965159033643e-9	7.358487281534e-11	1.932041078286877e-9
4.815957910192341e19	2.0572090868955577e-10	1.8386476600965607e-9	7.358487281534e-11	2.0443685687861163e-9
4.871780218794641e19	2.0479715222759881e-10	1.9572255710888197e-9	7.358487281534e-11	2.162022723335994e-9
4.9282495700405035e19	2.0387335913859972e-10	2.081237769479534e-9	7.358487281534e-11	2.2851111285987826e-9
4.985373463873904e19	2.0294959177791075e-10	2.2107853832505337e-9	7.358487281534e-11	2.413734975009315e-9
5.043159487171348e19	2.020259126488162e-10	2.3459626774958778e-9	7.358487281534e-11	2.5479885901257837e-9
5.101615314749844e19	2.0110238352919407e-10	2.4868565943369176e-9	7.358487281534e-11	2.6879589778474183e-9
5.160748710385897e19	2.0017906517413958e-10	2.6335463101260145e-9	7.358487281534e-11	2.8337253753186338e-9
5.220567527846986e19	1.9925601784295579e-10	2.7861028105527238e-9	7.358487281534e-11	2.985358828413947e-9
5.28107971193432e19	1.983333005988564e-10	2.9445884862879585e-9	7.358487281534e-11	3.142921786886815e-9
5.342293299538363e19	1.9741097178117168e-10	3.1090567522695952e-9	7.358487281534e-11	3.306467724068618e-9
5.404216420705904e19	1.9648908994035298e-10	3.2795516891299782e-9	7.358487281534e-11	3.4760407790350377e-9
5.466857299720192e19	1.9556771020816735e-10	3.4561077125622336e-9	7.358487281534e-11	3.6516754227529566e-9
5.530224256192889e19	1.9464688829661077e-10	3.6387492694027362e-9	7.358487281534e-11	3.8333961576821025e-9
5.594325706169389e19	1.9372668132936582e-10	3.827490565971405e-9	7.358487281534e-11	4.021217247283724e-9
5.659170163246231e19	1.9280714253033454e-10	4.022335323264333e-9	7.358487281534e-11	4.215142465794667e-9
5.7247662397021905e19	1.918883257688539e-10	4.223276567798242e-9	7.358487281534e-11	4.41516489351712e-9
5.791122647641747e19	1.9097028347525711e-10	4.430296454476454e-9	7.358487281534e-11	4.621266737902308e-9
5.858248200152548e19	1.900530679043296e-10	4.643366122994403e-9	7.358487281534e-11	4.8334191908987325e-9
5.92615181247554e19	1.8913673014111052e-10	4.862445590654704e-9	7.358487281534e-11	5.051582320811907e-9
5.994842503189421e19	1.8822132060599615e-10	5.087483681014394e-9	7.358487281534e-11	5.27570500162039e-9
6.064329395408049e19	1.8730688892873878e-10	5.318417986129126e-9	7.358487281534e-11	5.505724875089317e-9
6.1346217179925185e19	1.8639348417330265e-10	5.555174868304685e-9	7.358487281534e-11	5.741568352400259e-9
6.205728806776488e19	1.8548115423326813e-10	5.797669495066267e-9	7.358487281534e-11	5.983150649253432e-9
