E	beta_pair_E	beta_pion_E	beta_rsh_E	beta_total_E
1.116986818467825e20	2.0004590106161968e-10	6.896418648964656e-9	7.665e-11	7.1731145500262755e-9
1.1299339380332193e20	1.9936796803483466e-10	7.06297119076532e-9	7.665e-11	7.338989158800155e-9
1.143031129114481e20	1.9868857194867625e-10	7.230563547359794e-9	7.665e-11	7.505902119308471e-9
1.156280131207373e20	1.9800776050746364e-10	7.399123399218779e-9	7.665e-11	7.673781159726243e-9
1.169682703970387e20	1.9732558208280088e-10	7.568578009966584e-9	7.665e-11	7.842553592049386e-9
1.1832406274583755e20	1.9664208155033563e-10	7.738854329704505e-9	7.665e-11	8.01214641125484e-9
1.1969557023590452e20	1.959573065666104e-10	7.909879097042338e-9	7.665e-11	8.182486403608949e-9
1.210829750232037e20	1.9527130336047673e-10	8.081578939626066e-9	7.665e-11	8.353500242986544e-9
1.2248646137509333e20	1.945841177903097e-10	8.25388047296831e-9	7.665e-11	8.525114590758621e-9
1.2390621569479131e20	1.9389579534350152e-10	8.426710397390904e-9	7.665e-11	8.697256192734405e-9
1.253424265461402e20	1.9320638113601426e-10	8.599995592907943e-9	7.665e-11	8.869851974043958e-9
1.2679528467864314e20	1.9251591991200367e-10	8.773663211881154e-9	7.665e-11	9.042829131793159e-9
1.2826498305280626e20	1.91824456043498e-10	8.947640769298467e-9	7.665e-11	9.216115225341965e-9
1.2975171686575841e20	1.911320335301475e-10	9.121856230530524e-9	7.665e-11	9.389638264060672e-9
1.3125568357718455e20	1.9043869599902528e-10	9.296238096439003e-9	7.665e-11	9.563326792438028e-9
1.3277708293554263e20	1.8974448670449714e-10	9.47071548571443e-9	7.665e-11	9.737109972418928e-9
1.343161170046018e20	1.8904944852814048e-10	9.645218214340421e-9	7.665e-11	9.910917662868563e-9
1.3587299019027064e20	1.8835362397872977e-10	9.819676872084715e-9	7.665e-11	1.0084680496063446e-8
1.3744790926775394e20	1.8765705519226863e-10	9.994022895936607e-9	7.665e-11	1.0258329951128877e-8
1.3904108340900669e20	1.8695978393208705e-10	1.0168188640413377e-8	7.665e-11	1.0431798424345465e-8
1.4065272421052393e20	1.8626185158898292e-10	1.0342107444677221e-8	7.665e-11	1.0605019296266205e-8
1.422830457214349e20	1.8556329918142462e-10	1.0515713696406785e-8	7.665e-11	1.077792699558821e-8
1.4393226447194094e20	1.8486416735579887e-10	1.0688942892385791e-8	7.665e-11	1.0950457059741592e-8
1.4560059950206455e20	1.8416449638671606e-10	1.0861731695773243e-8	7.665e-11	1.112254619215996e-8
1.4728827239075049e20	1.834643261773572e-10	1.1034017990037548e-8	7.665e-11	1.1294132316214906e-8
1.4899550728528508e20	1.8276369561204385e-10	1.1205740929538227e-8	7.665e-11	1.1465154625150271e-8
1.5072253093107587e20	1.820626457958581e-10	1.1376840986756081e-8	7.665e-11	1.163555363255194e-8
1.5246957270175698e20	1.813612135767884e-10	1.154725999617324e-8	7.665e-11	1.1805271209750028e-8
1.5423686462966304e20	1.8065943802461886e-10	1.171694119482092e-8	7.665e-11	1.197425063284554e-8
1.5602464143663648e20	1.7995735719234207e-10	1.1885829259512763e-8	7.665e-11	1.2142436616705105e-8
1.5783314056521197e20	1.7925500876461985e-10	1.2053870340796859e-8	7.665e-11	1.230977534956148e-8
1.596626022101422e20	1.7855243005845852e-10	1.22210120936591e-8	7.665e-11	1.2476214523717559e-8
1.615132693503093e20	1.7784965802391881e-10	1.2387203705024752e-8	7.665e-11	1.2641703363048672e-8
1.6338538778098572e20	1.7714672924487433e-10	1.2552395918103902e-8	7.665e-11	1.2806192647348777e-8
1.652792061464897e20	1.7644367993980296e-10	1.2716541053639834e-8	7.665e-11	1.2969634733579638e-8
1.671949759731985e20	1.7574054596262392e-10	1.2879593028117321e-8	7.665e-11	1.3131983574079946e-8
1.6913295170296506e20	1.750373628035657e-10	1.3041507369000388e-8	7.665e-11	1.3293194731803954e-8
1.71093390726901e20	1.7433416559008e-10	1.3202241227066167e-8	7.665e-11	1.3453225392656248e-8
1.7307655341957277e20	1.7363098908778312e-10	1.3361753385913291e-8	7.665e-11	1.3612034375001074e-8
1.7508270317357197e20	1.7292786770144115e-10	1.3520004268719451e-8	7.665e-11	1.3769582136420892e-8
1.7711210643450905e20	1.722248354759821e-10	1.3676955942333759e-8	7.665e-11	1.3925830777809741e-8
1.791650327363896e20	1.7152192609755808e-10	1.3832572118785114e-8	7.665e-11	1.4080744044882673e-8
1.8124175473742394e20	1.7081917289458665e-10	1.3986818154297755e-8	7.665e-11	1.4234287327192343e-8
1.833425482562285e20	1.7011660883893155e-10	1.4139661045900322e-8	7.665e-11	1.4386427654739254e-8
1.8546769230847014e20	1.6941426654700154e-10	1.4291069425723659e-8	7.665e-11	1.4537133692270662e-8
1.8761746914391156e20	1.687121774415583e-10	1.444101355307735e-8	7.665e-11	1.4686375730518909e-8
1.8979216428391032e20	1.6801037512893059e-10	1.4589465304403025e-8	7.665e-11	1.4834125679531956e-8
1.919920665593279e20	1.673088903081312e-10	1.4736398161196635e-8	7.665e-11	1.4980357051504765e-8
1.9421746814890285e20	1.6660775418587758e-10	1.488178719599932e-8	7.665e-11	1.5125044950185198e-8
1.9646866461804406e20	1.659069976196241e-10	1.5025609056550106e-8	7.665e-11	1.526816605416973e-8
1.987459549580986e20	1.6520665111887658e-10	1.516784194820041e-8	7.665e-11	1.5409698599319287e-8
2.0104964162604928e20	1.6450674484654087e-10	1.5308465614683544e-8	7.665e-11	1.5549622359530085e-8
2.033800305846984e20	1.6380730862028922e-10	1.544746131733852e-8	7.665e-11	1.5687918625958805e-8
2.0573743134329074e20	1.6310837191395854e-10	1.558481181288029e-8	7.665e-11	1.582457018479425e-8
2.0812215699863414e20	1.6240996385896513e-10	1.5720501329814167e-8	7.665e-11	1.595956129367313e-8
2.1053452427666997e20	1.617121132457504e-10	1.5854515543584505e-8	7.665e-11	1.6092877656830254e-8
2.1297485357455232e20	1.6101484852524147e-10	1.5986841550553104e-8	7.665e-11	1.6224506399078345e-8
2.1544346900318778e20	1.6031819781034067e-10	1.6117467840894676e-8	7.665e-11	1.6354436038705017e-8
2.179406984302958e20	1.596221895055092e-10	1.624638427050162e-8	7.665e-11	1.648265646000713e-8
2.204668735239403e20	1.5892684916782168e-10	1.637358203198228e-8	7.665e-11	1.6609158881150102e-8
2.2302232979659407e20	1.5823220578970533e-10	1.6499053624841013e-8	7.665e-11	1.673393583063072e-8
2.2560740664968544e20	1.575382855189133e-10	1.6622792824920466e-8	7.665e-11	1.685698111043938e-8
2.2822244741869008e20	1.5684511480130838e-10	1.6744794653190214e-8	7.665e-11	1.6978289767991523e-8
2.3086779941871626e20	1.561527197539891e-10	1.686505534395772e-8	7.665e-11	1.7097858063711707e-8
2.335438139906482e20	1.554611261669872e-10	1.698357231258117e-8	7.665e-11	1.7215683438748156e-8
2.3625084654779403e20	1.547703595049107e-10	1.7100344122755603e-8	7.665e-11	1.733176448226051e-8
2.3898925662310528e20	1.5408044490859387e-10	1.721537045344685e-8	7.665e-11	1.7446100898355443e-8
2.4175940791691235e20	1.5339140719677202e-10	1.7328652065539817e-8	7.665e-11	1.755869347273659e-8
2.445616683452449e20	1.5270327086776296e-10	1.74401907682705e-8	7.665e-11	1.766954403913826e-8
2.4739641008868065e20	1.5201606010117063e-10	1.7549989385503205e-8	7.665e-11	1.7778655445604376e-8
2.5026400964179218e20	1.5132979875959653e-10	1.7658051721917103e-8	7.665e-11	1.78860315206767e-8
2.5316484786313478e20	1.5064451039037007e-10	1.7764382529158392e-8	7.665e-11	1.7991677039548762e-8
2.560993100258462e20	1.4996021822728643e-10	1.7868987472016768e-8	7.665e-11	1.8095597690244054e-8
2.590677858688001e20	1.4927694519236317e-10	1.797187309467749e-8	7.665e-11	1.8197800039869852e-8
2.620706696483855e20	1.4859471389760214e-10	1.807304678710227e-8	7.665e-11	1.829829150099987e-8
2.651083601908531e20	1.4791354664676965e-10	1.8172516751585074e-8	7.665e-11	1.8397080298231842e-8
2.6818126094530183e20	1.4723346543718064e-10	1.827029196953084e-8	7.665e-11	1.8494175434968018e-8
2.712897800372459e20	1.4655449196150067e-10	1.836638216849822e-8	7.665e-11	1.858958666045972e-8
2.744343303228368e20	1.4587664760955105e-10	1.8460797789548987e-8	7.665e-11	1.8683324437158538e-8
2.7761532944367924e20	1.4519995347012975e-10	1.8553549954940303e-8	7.665e-11	1.8775399908410433e-8
2.8083319988231756e20	1.4452443033283493e-10	1.8644650436197655e-8	7.665e-11	1.886582486653049e-8
2.8408836901832953e20	1.4385009868990525e-10	1.873411162259963e-8	7.665e-11	1.8954611721289535e-8
2.8738126918510694e20	1.4317697873805885e-10	1.882194649010764e-8	7.665e-11	1.90417734688457e-8
2.9071233772725695e20	1.4250509038035008e-10	1.890816857076711e-8	7.665e-11	1.9127323661147458e-8
2.940820170587067e20	1.4183445392864532e-10	1.899279192260865e-8	7.665e-11	1.9211276376537294e-8
2.9749075472144315e20	1.4116508728739028e-10	1.9075831100071378e-8	7.665e-11	1.9293646187358768e-8
3.009390034449724e20	1.4049701020640537e-10	1.9157301124972486e-8	7.665e-11	1.937444813517889e-8
3.0442722120642934e20	1.3983024143273233e-10	1.923721745804113e-8	7.665e-11	1.945369769947386e-8
3.07955871291423e20	1.391647994291068e-10	1.9315595971036548e-8	7.665e-11	1.9531410770465655e-8
3.115254223555478e20	1.3850070237585215e-10	1.9392452919464665e-8	7.665e-11	1.9607603621840515e-8
3.1513634848664827e20	1.3783796817277058e-10	1.9467804915909302e-8	7.665e-11	1.968229288408207e-8
3.187891292677636e20	1.3717661444104666e-10	1.954166890398845e-8	7.665e-11	1.9755495518429496e-8
3.2248424984084454e20	1.3651665852514738e-10	1.9614062132948302e-8	7.665e-11	1.9827228791473448e-8
3.2622220097116596e20	1.3585811749473414e-10	1.9685002132902184e-8	7.665e-11	1.989751025039692e-8
3.300034791125289e20	1.3520100814656976e-10	1.975450669072361e-8	7.665e-11	1.996635769887018e-8
3.3382858647317506e20	1.3454534700643758e-10	1.9822593826597726e-8	7.665e-11	2.0033789173604162e-8
3.376980310825095e20	1.338911503310545e-10	1.9889281771237263e-8	7.665e-11	2.0099822921568317e-8
3.416123268585518e20	1.3323843410999515e-10	1.995458894376444e-8	7.665e-11	2.0164477377874435e-8
3.455719936762143e20	1.3258721406761032e-10	2.001853393026226e-8	7.665e-11	2.0227771144329872e-8
3.495775574363265e20	1.3193750566495476e-10	2.0081135462994125e-8	7.665e-11	2.028972296865908e-8
3.5362955013550467e20	1.312893236135745e-10	2.0142412400292642e-8	7.665e-11	2.0350351723906216e-8
3.577285099367862e20	1.306426838408988e-10	2.020238370711439e-8	7.665e-11	2.0409676390955288e-8
3.618749812411284e20	1.2999760053034654e-10	2.0261068436259294e-8	7.665e-11	2.046771603678964e-8
3.6606951475968914e20	1.2935408856514185e-10	2.0318485710249328e-8	7.665e-11	2.0524489798814468e-8
3.7031266758699306e20	1.2871216119636853e-10	2.03746547038632e-8	7.665e-11	2.058001686505957e-8
3.746050032748982e20	1.2807183281230325e-10	2.042959462732016e-8	7.665e-11	2.063431646013246e-8
3.7894709190746715e20	1.2743311708488466e-10	2.0483324710107692e-8	7.665e-11	2.0687407827192576e-8
3.8333951017665895e20	1.2679602743818087e-10	2.0535864185444674e-8	7.665e-11	2.0739310212882853e-8
3.8778284145894615e20	1.2616057705031313e-10	2.0587232275373487e-8	7.665e-11	2.07900428524238e-8
3.9227767589277073e20	1.2552677885538736e-10	2.063744817647119e-8	7.665e-11	2.0839624955326575e-8
3.968246104569486e20	1.2489464554541535e-10	2.068653104617194e-8	7.665e-11	2.0888075691717352e-8
4.01424249049931e20	1.2426418957224324e-10	2.0734499989689845e-8	7.665e-11	2.0935414179262087e-8
4.06077202570037e20	1.2363542314947066e-10	2.0781374047533146e-8	7.665e-11	2.0981659470682616e-8
4.107840889965634e20	1.2300835825437483e-10	2.0827172183598207e-8	7.665e-11	2.102683054185258e-8
4.15545533471888e20	1.223830066298254e-10	2.0871913273833197e-8	7.665e-11	2.107094628046302e-8
4.2036216838447006e20	1.2175937978620473e-10	2.0915616095459224e-8	7.665e-11	2.111402547524543e-8
4.2523463345286867e20	1.2113748900331728e-10	2.0958299316738204e-8	7.665e-11	2.115608680574152e-8
4.301635758106782e20	1.2051734533230446e-10	2.0999981487274487e-8	7.665e-11	2.119714883260679e-8
4.351496500925054e20	1.1989895959754418e-10	2.104068102883916e-8	7.665e-11	2.1237229988436704e-8
4.401935185208861e20	1.1928234239853944e-10	2.1080416226703506e-8	7.665e-11	2.1276348569102045e-8
4.45295850994266e20	1.1866750411197936e-10	2.1119205221470152e-8	7.665e-11	2.131452272558213e-8
4.5045732517594445e20	1.1805445428682125e-10	2.115706600138822e-8	7.665e-11	2.135177045567504e-8
4.556786265841069e20	1.1744320408598886e-10	2.119401639514055e-8	7.665e-11	2.1388109599226538e-8
4.60960448682842e20	1.168337626082001e-10	2.1230074065089363e-8	7.665e-11	2.1423557827697562e-8
4.663034929742736e20	1.1622613935716767e-10	2.126525650096812e-8	7.665e-11	2.1458132640325285e-8
4.717084690917003e20	1.1562034362310097e-10	2.129958101400599e-8	7.665e-11	2.149185135762909e-8
4.771760948938751e20	1.150163844845794e-10	2.1333064731472617e-8	7.665e-11	2.1524731115957195e-8
4.8270709656031684e20	1.1441427081042712e-10	2.1365724591629636e-8	7.665e-11	2.155678886244006e-8
4.8830220868778846e20	1.1381401126157699e-10	2.1397577339076737e-8	7.665e-11	2.1588041350338314e-8
4.939621743878305e20	1.1321561429293518e-10	2.1428639520478747e-8	7.665e-11	2.161850513477168e-8
4.996877453854889e20	1.1261908815523468e-10	2.1458927480661813e-8	7.665e-11	2.1648196568817047e-8
5.054796821191225e20	1.1202444089688985e-10	2.1488457359065294e-8	7.665e-11	2.1677131799962183e-8
5.1133875384143315e20	1.1143168036583865e-10	2.151724508653757e-8	7.665e-11	2.1705326766903408e-8
5.1726573872160034e20	1.1084081421138602e-10	2.154530638246287e-8	7.665e-11	2.1732797196674256e-8
5.232614239486667e20	1.1025184988603482e-10	2.1572656752207384e-8	7.665e-11	2.1759558602093418e-8
5.293266058360545e20	1.0966479464731723e-10	2.1599311484872146e-8	7.665e-11	2.178562627951946e-8
5.354620899273613e20	1.0907965555961394e-10	2.162528565134139e-8	7.665e-11	2.1811015306901e-8
5.4166869110331356e20	1.08496439495973e-10	2.165059410261414e-8	7.665e-11	2.1835740542110113e-8
5.4794723369002926e20	1.0791515313991668e-10	2.167525146840808e-8	7.665e-11	2.1859816621547995e-8
5.542985515684652e20	1.0733580298724737e-10	2.169927215602392e-8	7.665e-11	2.1883257959011167e-8
5.607234882852038e20	1.0675839534784129e-10	2.172267034945978e-8	7.665e-11	2.190607874480762e-8
5.672228971644526e20	1.0618293634744145e-10	2.1745460008764106e-8	7.665e-11	2.1928292945111547e-8
5.7379764142141394e20	1.0560943192943749e-10	2.1767654869617164e-8	7.665e-11	2.19499143015466e-8
5.80448594276896e20	1.0503788785664503e-10	2.1789268443130137e-8	7.665e-11	2.197095633098678e-8
5.8717663907332614e20	1.0446830971307153e-10	2.1810314015852154e-8	7.665e-11	2.1991432325565223e-8
5.939826693920339e20	1.0390070290568167e-10	2.183080464997496e-8	7.665e-11	2.201135535288064e-8
6.008675891719693e20	1.0333507266614848e-10	2.1850753183725892e-8	7.665e-11	2.203073825639204e-8
6.078323128297212e20	1.0277142405260416e-10	2.1870172231939434e-8	7.665e-11	2.2049593655992036e-8
6.148777653810029e20	1.0220976195137683e-10	2.188907418679843e-8	7.665e-11	2.2067933948749807e-8
6.220048825634693e20	1.0165009107872591e-10	2.190747121873578e-8	7.665e-11	2.2085771309814506e-8
6.29214610961035e20	1.0109241598256401e-10	2.1925375277488235e-8	7.665e-11	2.2103117693470798e-8
6.365079081295552e20	1.005367410441769e-10	2.1942798093293455e-8	7.665e-11	2.211998483433763e-8
6.438857427240426e20	9.998307047992999e-11	2.1959751178222554e-8	7.665e-11	2.2136384248702483e-8
6.513490946272783e20	9.94314083429724e-11	2.1976245827639893e-8	7.665e-11	2.2152327235982863e-8
6.588989550799956e20	9.888175852492793e-11	2.1992293121782536e-8	7.665e-11	2.2167824880307463e-8
6.665363268124894e20	9.833412475758292e-11	2.200790392745189e-8	7.665e-11	2.218288805220947e-8
6.742622241778349e20	9.778851061456114e-11	2.2023088899810382e-8	7.665e-11	2.2197527410424944e-8
6.820776732865664e20	9.724491951299548e-11	2.2037858484276006e-8	7.665e-11	2.2211753403789e-8
6.899837121430026e20	9.670335471518639e-11	2.2052222918508306e-8	7.665e-11	2.222557627322349e-8
6.979813907830639e20	9.616381933025705e-11	2.206619223447891e-8	7.665e-11	2.2239006053809164e-8
7.06071771413778e20	9.562631631579493e-11	2.2079776260620766e-8	7.665e-11	2.225205257693656e-8
7.142559285543105e20	9.509084847949064e-11	2.209298462404959e-8	7.665e-11	2.2264725472529082e-8
7.225349491787221e20	9.455741848076183e-11	2.210582675285211e-8	7.665e-11	2.227703417133287e-8
7.309099328602888e20	9.402602883237606e-11	2.211831187843514e-8	7.665e-11	2.2288987907267513e-8
7.393819919175874e20	9.349668190205279e-11	2.2130449037930454e-8	7.665e-11	2.2300595719832506e-8
7.479522515621798e20	9.296937991407945e-11	2.214224707664993e-8	7.665e-11	2.231186645656401e-8
7.566218500481063e20	9.244412538573582e-11	2.2153714650586283e-8	7.665e-11	2.2322808775972017e-8
7.653919388230125e20	9.192091937968057e-11	2.2164860228954417e-8	7.665e-11	2.2333431148334098e-8
7.742636826811277e20	9.139976414428861e-11	2.2175692096769038e-8	7.665e-11	2.2343741860913324e-8
7.832382599179173e20	9.088066134591883e-11	2.2186218357453867e-8	7.665e-11	2.2353749018799786e-8
7.923168624866262e20	9.036361251536444e-11	2.2196446935478657e-8	7.665e-11	2.236346054799402e-8
8.01500696156538e20	8.984861904940528e-11	2.2206385579019574e-8	7.665e-11	2.2372884198068977e-8
8.107909806731695e20	8.933568221234444e-11	2.221604186263962e-8	7.665e-11	2.2382027544851965e-8
8.201889499202178e20	8.88248031375418e-11	2.2225423189984952e-8	7.665e-11	2.2390897993122492e-8
8.296958520834915e20	8.831598282893328e-11	2.223453679649405e-8	7.665e-11	2.2399502779322982e-8
8.393129498166339e20	8.780922216254605e-11	2.2243389752116216e-8	7.665e-11	2.2407848974278762e-8
8.490415204088755e20	8.730452188799974e-11	2.2251988964036337e-8	7.665e-11	2.2415943485924335e-8
8.588828559546223e20	8.680188263000354e-11	2.2260341179402874e-8	7.665e-11	2.2423793062032874e-8
8.688382635251194e20	8.630130455934672e-11	2.226845298805635e-8	7.665e-11	2.2431404292615695e-8
8.789090653419927e20	8.580278904681918e-11	2.2276330825255548e-8	7.665e-11	2.2438783614302367e-8
8.890965989529167e20	8.530633504409206e-11	2.228398097439903e-8	7.665e-11	2.2445937309443123e-8
8.994022174092017e20	8.481194396870273e-11	2.2291409569739373e-8	7.665e-11	2.2452871513708073e-8
9.098272894455568e20	8.43196148956386e-11	2.2298622599088105e-8	7.665e-11	2.2459592213983743e-8
9.203731996618192e20	8.382934804677128e-11	2.2305625906508988e-8	7.665e-11	2.246610525455576e-8
9.310413487069085e20	8.334114321350416e-11	2.2312425194997842e-8	7.665e-11	2.2472416338211343e-8
9.418331534647923e20	8.285500007395638e-11	2.2319026029146832e-8	7.665e-11	2.2478531029220785e-8
9.5275004724273e20	8.237091819437161e-11	2.232543383779166e-8	7.665e-11	2.248445475598603e-8
9.637934799615756e20	8.188889703052309e-11	2.2331653916639802e-8	7.665e-11	2.2490192813670324e-8
9.749649183484096e20	8.14089359291039e-11	2.233769143087843e-8	7.665e-11	2.2495750366807533e-8
9.86265846131279e20	8.093103412911364e-11	2.2343551417760442e-8	7.665e-11	2.2501132451889556e-8
9.976977642363212e20	8.045519076322998e-11	2.234923878916737e-8	7.665e-11	2.2506343979930597e-8
1.0092621909870443e21	7.998140485917658e-11	2.2354758334147787e-8	7.665e-11	2.251138973900696e-8
1.0209606623060475e21	7.950967534107598e-11	2.236011472143029e-8	7.665e-11	2.2516274396771365e-8
1.0327947319189483e21	7.904000103079898e-11	2.2365312501909706e-8	7.665e-11	2.2521002502940504e-8
1.0447659715608053e21	7.85723806492991e-11	2.2370356111105847e-8	7.665e-11	2.2525578491755146e-8
1.0568759711848007e21	7.81068128179427e-11	2.2375249871593667e-8	7.665e-11	2.2530006684411607e-8
1.0691263391734771e21	7.764329605982503e-11	2.2379997995404213e-8	7.665e-11	2.2534291291464036e-8
1.0815187025522848e21	7.718182880108211e-11	2.23846045863955e-8	7.665e-11	2.253843641519658e-8
1.0940547072057436e21	7.672240937218752e-11	2.238907364259268e-8	7.665e-11	2.2542446051964867e-8
1.1067360180959699e21	7.626503600924594e-11	2.239340905849695e-8	7.665e-11	2.2546324094506195e-8
1.1195643194838795e21	7.580970685527118e-11	2.2397614627362628e-8	7.665e-11	2.2550074334217897e-8
1.132541315152808e21	7.535641996146103e-11	2.2401694043441954e-8	7.665e-11	2.2553700463403412e-8
1.1456687286348727e21	7.49051729068491e-11	2.2405650904197156e-8	7.665e-11	2.2557206077104004e-8
1.158948303439807e21	7.445596433463951e-11	2.240948871247951e-8	7.665e-11	2.2560594676814148e-8
1.1723818032865997e21	7.400879163766378e-11	2.2413210878675062e-8	7.665e-11	2.2563869670312725e-8
1.1859710123376658e21	7.356365251238636e-11	2.2416820722816704e-8	7.665e-11	2.256703437532909e-8
1.1997177354358856e21	7.312054456967268e-11	2.242032147666254e-8	7.665e-11	2.2570092021232213e-8
1.213623798344237e21	7.267946533600777e-11	2.2423716285740293e-8	7.665e-11	2.25730457510763e-8
1.2276910479883604e21	7.224041225470059e-11	2.2427008211357612e-8	7.665e-11	2.257589862361231e-8
1.2419213527017796e21	7.180338268708411e-11	2.2430200232578397e-8	7.665e-11	2.257865361526548e-8
1.2563166024741214e21	7.136837391370149e-11	2.2433295248164885e-8	7.665e-11	2.2581313622078585e-8
1.2708787092020543e21	7.093538313548765e-11	2.243629607848567e-8	7.665e-11	2.2583881461621158e-8
1.2856096069432965e21	7.050440747493695e-11	2.243920546738966e-8	7.665e-11	2.2586359874864594e-8
1.3005112521734045e21	7.007544397726652e-11	2.2442026084045982e-8	7.665e-11	2.2588751528023248e-8
1.3155856240457052e21	6.964848961156566e-11	2.244476052475013e-8	7.665e-11	2.2591059014361694e-8
1.3308347246540706e21	6.922354127194089e-11	2.2447411314696193e-8	7.665e-11	2.2593284855968133e-8
1.346260579298911e21	6.880059577864693e-11	2.244998090971575e-8	7.665e-11	2.2595431505494397e-8
1.3618652367560772e21	6.837964987921392e-11	2.2452471697983117e-8	7.665e-11	2.259750134786233e-8
1.377650769549055e21	6.796070024955998e-11	2.2454886001687652e-8	7.665e-11	2.259949670193721e-8
1.3936192742241377e21	6.754374349510039e-11	2.2457226078673035e-8	7.665e-11	2.2601419822168136e-8
1.4097728716289676e21	6.712877615184213e-11	2.245949412404388e-8	7.665e-11	2.260327290019572e-8
1.426113707194124e21	6.671579493429598e-11	2.2461692271739996e-8	7.665e-11	2.260505806667429e-8
1.4426439512181587e21	6.630479574367019e-11	2.2463822596078573e-8	7.665e-11	2.260677739182224e-8
1.4593657991557517e21	6.589577516679336e-11	2.246588711326451e-8	7.665e-11	2.26084328884313e-8
1.476281471909391e21	6.548872947283599e-11	2.2467887782869417e-8	7.665e-11	2.261002651234225e-8
1.4933932161242473e21	6.508365464173786e-11	2.246982650927941e-8	7.665e-11	2.2611560163921147e-8
1.5107033044866556e21	6.46805472710651e-11	2.2471705143112218e-8	7.665e-11	2.2613035690383283e-8
1.5282140360258646e21	6.427940321054863e-11	2.2473525482603895e-8	7.665e-11	2.2614454885814442e-8
1.5459277364194784e21	6.388021847937076e-11	2.2475289274965497e-8	7.665e-11	2.2615819493444867e-8
1.5638467583022415e21	6.348298903678269e-11	2.247699821771017e-8	7.665e-11	2.2617131206746954e-8
1.5819734815786014e21	6.308771078311054e-11	2.247865395995107e-8	7.665e-11	2.261839167073418e-8
1.600310313738695e21	6.26943795607577e-11	2.2480258103670294e-8	7.665e-11	2.261960248323105e-8
1.6188596901781992e21	6.230299115519368e-11	2.248181220495961e-8	7.665e-11	2.2620765196114805e-8
1.6376240745216824e21	6.191354129593904e-11	2.248331777523305e-8	7.665e-11	2.2621881316528987e-8
1.6566059589499153e21	6.15260256575368e-11	2.248477628241197e-8	7.665e-11	2.2622952308069504e-8
1.675807864530762e21	6.114043986052025e-11	2.2486189152082963e-8	7.665e-11	2.2623979591943484e-8
1.6952323415541214e21	6.07567794723672e-11	2.248755776862907e-8	7.665e-11	2.2624964548101435e-8
1.7148819698705338e21	6.037504000845064e-11	2.248888347633464e-8	7.665e-11	2.262590851634309e-8
1.7347593592339327e21	5.999521693297627e-11	2.2490167580464408e-8	7.665e-11	2.2626812797397383e-8
1.754867149648145e21	5.961730565990686e-11	2.2491411348317095e-8	7.665e-11	2.2627678653977002e-8
1.775208011717636e21	5.924130155390175e-11	2.249261601025403e-8	7.665e-11	2.262850731180793e-8
1.7957846470020896e21	5.886719993127374e-11	2.2493782760703286e-8	7.665e-11	2.2629299960634557e-8
1.8165997883753287e21	5.849499636537976e-11	2.2494912759139547e-8	7.665e-11	2.2630057755504926e-8
1.837656200388165e21	5.812468546219105e-11	2.249600713104053e-8	7.665e-11	2.263078181650272e-8
1.8589566796356882e21	5.7756262709909644e-11	2.2497066968819914e-8	7.665e-11	2.2631473231529823e-8
1.8805040551285757e21	5.738972324018071e-11	2.249809333273766e-8	7.665e-11	2.263213305597784e-8
1.9023011886689459e21	5.702506214069832e-11	2.249908725178784e-8	7.665e-11	2.2632762313928537e-8
1.9243509752303245e21	5.666227445607237e-11	2.2500049724564542e-8	7.665e-11	2.2633361999020613e-8
1.9466563433422633e21	5.630135518868318e-11	2.2500981720106306e-8	7.665e-11	2.2633933075294987e-8
1.9692202554791654e21	5.594229929953202e-11	2.2501884178719394e-8	7.665e-11	2.2634476478018923e-8
1.9920457084538714e21	5.558510170907985e-11	2.250275801278042e-8	7.665e-11	2.2634993114489498e-8
2.0151357338155504e21	5.522975729808163e-11	2.2503604107518707e-8	7.665e-11	2.2635483864816787e-8
2.038493398252464e21	5.487626090840893e-11	2.2504423321778837e-8	7.665e-11	2.2635949582687244e-8
2.0621218039991362e21	5.4524607343868396e-11	2.2505216488763754e-8	7.665e-11	2.263639109610762e-8
2.086024089248505e21	5.417479137100851e-11	2.2505984416758793e-8	7.665e-11	2.26368092081298e-8
2.1102034285685878e21	5.382680771992229e-11	2.2506727889837165e-8	7.665e-11	2.2637204697557088e-8
2.1346630333242454e21	5.348065108503824e-11	2.2507447668547165e-8	7.665e-11	2.2637578319632202e-8
2.1594061521035586e21	5.313631612590758e-11	2.2508144490581536e-8	7.665e-11	2.2637930806707444e-8
2.1844360711494285e21	5.279379746797947e-11	2.2508819071429456e-8	7.665e-11	2.2638262868897433e-8
2.2097561147958941e21	5.24530897033729e-11	2.2509472105011404e-8	7.665e-11	2.2638575194714774e-8
2.2353696459097965e21	5.2114187391636624e-11	2.251010426429731e-8	7.665e-11	2.2638868451688944e-8
2.2612800663372704e21	5.1777085060505475e-11	2.2510716201908502e-8	7.665e-11	2.2639143286969006e-8
2.2874908173557042e21	5.1441777206645204e-11	2.2511308550703623e-8	7.665e-11	2.2639400327910267e-8
2.3140053801306447e21	5.110825829639372e-11	2.2511881924348988e-8	7.665e-11	2.263964018264538e-8
2.3408272761782943e21	5.077652276649085e-11	2.251243691787372e-8	7.665e-11	2.263986344064021e-8
2.367960067833069e21	5.0446565024804554e-11	2.2512974108210017e-8	7.665e-11	2.264007067323482e-8
2.3954073587208794e21	5.011837945104577e-11	2.251349405471888e-8	7.665e-11	2.2640262434169925e-8
