E	beta_pair_E	beta_pion_E	beta_rsh_E	beta_total_E
4.3314832233764116e18	1.3961295476144445e-10	0	7.665e-11	2.1626295476144444e-10
4.3816899315141857e18	1.409377615971791e-10	0	7.665e-11	2.1758776159717908e-10
4.4324785912404096e18	1.4226020458788114e-10	0	7.665e-11	2.1891020458788115e-10
4.4838559480211814e18	1.4358010697216413e-10	0	7.665e-11	2.2023010697216415e-10
4.5358288255102003e18	1.4489729381941684e-10	0	7.665e-11	2.2154729381941683e-10
4.588404126454752e18	1.4621159207744804e-10	0	7.665e-11	2.2286159207744802e-10
4.641588833612792e18	1.4752283061716994e-10	0	7.665e-11	2.2417283061716995e-10
4.695390010680053e18	1.4883084027427883e-10	0	7.665e-11	2.2548084027427882e-10
4.749814803228514e18	1.5013545388796023e-10	0	7.665e-11	2.2678545388796022e-10
4.804870439655124e18	1.5143650633659616e-10	0	7.665e-11	2.2808650633659615e-10
4.860564232142149e18	1.5273383457051746e-10	0	7.665e-11	2.2938383457051745e-10
4.916903577628021e18	1.5402727764179696e-10	0	7.665e-11	2.3067727764179695e-10
4.973895958790077e18	1.5531667673114257e-10	0	7.665e-11	2.3196667673114256e-10
5.031548945038046e18	1.566018751719017e-10	0	7.665e-11	2.332518751719017e-10
5.089870193519695e18	1.5788271847125196e-10	0	7.665e-11	2.34532718471252e-10
5.148867450137487e18	1.591590549828335e-10	0	7.665e-11	2.358090549828335e-10
5.208548550577676e18	1.604307333205255e-10	0	7.665e-11	2.370807333205255e-10
5.268921421350666e18	1.6169760625184832e-10	0	7.665e-11	2.383476062518483e-10
5.329994080844104e18	1.6295952743756817e-10	0	7.665e-11	2.3960952743756816e-10
5.391774640387494e18	1.6421635486010985e-10	0	7.665e-11	2.4086635486010986e-10
5.454271305329847e18	1.6546794667960114e-10	0	7.665e-11	2.421179466796011e-10
5.517492376129117e18	1.6671416398855742e-10	0	7.665e-11	2.4336416398855743e-10
5.581446249454978e18	1.679548701287828e-10	0	7.665e-11	2.446048701287828e-10
5.646141419303662e18	1.6918993069024646e-10	0	7.665e-11	2.4583993069024644e-10
5.711586478126447e18	1.7041921350793819e-10	0	7.665e-11	2.470692135079382e-10
5.777790117970495e18	1.7164258865677283e-10	0	7.665e-11	2.482925886567728e-10
5.84476113163365e18	1.7285992844467955e-10	0	7.665e-11	2.4950992844467954e-10
5.912508413831869e18	1.740711074039487e-10	0	7.665e-11	2.507211074039487e-10
5.981040962380957e18	1.752760022809736e-10	0	7.665e-11	2.519260022809736e-10
6.050367879391212e18	1.764744920244651e-10	0	7.665e-11	2.531244920244651e-10
6.120498372476715e18	1.7766645777227232e-10	0	7.665e-11	2.5431645777227233e-10
6.191441755977834e18	1.7885178283689256e-10	0	7.665e-11	2.5550178283689254e-10
6.263207452198705e18	1.8003035268979945e-10	0	7.665e-11	2.5668035268979944e-10
6.335804992658242e18	1.812020549446711e-10	0	7.665e-11	2.5785205494467113e-10
6.40924401935647e18	1.8236677933964757e-10	0	7.665e-11	2.590167793396476e-10
6.483534286054714e18	1.8352441771869286e-10	0	7.665e-11	2.601744177186929e-10
6.558685659571449e18	1.8467486401218916e-10	0	7.665e-11	2.613248640121892e-10
6.634708121092337e18	1.8581801421683267e-10	0	7.665e-11	2.6246801421683266e-10
6.711611767496301e18	1.869537673266225e-10	0	7.665e-11	2.636037673266225e-10
6.789406812696099e18	1.8808202055333566e-10	0	7.665e-11	2.647320205533357e-10
6.868103588995322e18	1.8920267882161445e-10	0	7.665e-11	2.6585267882161444e-10
6.947712548460226e18	1.9031564523037723e-10	0	7.665e-11	2.6696564523037724e-10
7.028244264308367e18	1.9142082578900742e-10	0	7.665e-11	2.680708257890074e-10
7.109709432312424e18	1.9251812844336633e-10	0	7.665e-11	2.6916812844336634e-10
7.192118872221208e18	1.9360746305339958e-10	0	7.665e-11	2.7025746305339957e-10
7.275483529196217e18	1.9468874137071249e-10	0	7.665e-11	2.713387413707125e-10
7.359814475265786e18	1.9576187701621075e-10	0	7.665e-11	2.7241187701621073e-10
7.445122910795128e18	1.9682678545783923e-10	0	7.665e-11	2.734767854578392e-10
7.531420165974391e18	1.9788338398850662e-10	0	7.665e-11	2.745333839885066e-10
7.618717702322984e18	1.9893159170422156e-10	0	7.665e-11	2.7558159170422155e-10
7.707027114212319e18	1.9997132948251755e-10	0	7.665e-11	2.7662132948251757e-10
7.796360130405221e18	2.010025199611873e-10	0	7.665e-11	2.776525199611873e-10
7.886728615614172e18	2.0202508751739205e-10	0	7.665e-11	2.7867508751739204e-10
7.978144572076613e18	2.0303895824716109e-10	0	7.665e-11	2.796889582471611e-10
8.070620141149524e18	2.0404406100569264e-10	0	7.665e-11	2.8069406100569263e-10
8.164167604921456e18	2.050403231498431e-10	0	7.665e-11	2.816903231498431e-10
8.258799387844289e18	2.0602767687024313e-10	0	7.665e-11	2.8267767687024315e-10
8.354528058382854e18	2.070060549425857e-10	0	7.665e-11	2.836560549425857e-10
8.451366330684739e18	2.0797539176603102e-10	0	7.665e-11	2.8462539176603104e-10
8.549327066268367e18	2.0893562334569136e-10	0	7.665e-11	2.8558562334569135e-10
8.648423275731744e18	2.0988668727568492e-10	0	7.665e-11	2.865366872756849e-10
8.748668120479897e18	2.1082852272274854e-10	0	7.665e-11	2.8747852272274853e-10
8.850074914473457e18	2.1176107041043535e-10	0	7.665e-11	2.8841107041043534e-10
8.952657125996382e18	2.1268427260387692e-10	0	7.665e-11	2.893342726038769e-10
9.056428379445313e18	2.135980730951353e-10	0	7.665e-11	2.902480730951353e-10
9.161402457138503e18	2.145024171891177e-10	0	7.665e-11	2.911524171891177e-10
9.267593301146903e18	2.1539725169007116e-10	0	7.665e-11	2.9204725169007117e-10
9.375015015145271e18	2.1628252488862905e-10	0	7.665e-11	2.9293252488862904e-10
9.483681866285947e18	2.171581865494214e-10	0	7.665e-11	2.938081865494214e-10
9.593608287093127e18	2.1802418789921577e-10	0	7.665e-11	2.946741878992158e-10
9.704808877380327e18	2.1888048161559728e-10	0	7.665e-11	2.955304816155973e-10
9.81729840618882e18	2.1972702181615205e-10	0	7.665e-11	2.9637702181615204e-10
9.931091813749821e18	2.205637640481581e-10	0	7.665e-11	2.972137640481581e-10
1.004620421346811e19	2.2139066421410797e-10	9.588468293161227e-23	7.665e-11	2.9804066421420386e-10
1.0162650893929972e19	2.2220768282400095e-10	1.4795421124639267e-22	7.665e-11	2.9885768282414893e-10
1.0280447320933077e19	2.230147796476722e-10	2.271109374039284e-22	7.665e-11	2.996647796478993e-10
1.0399609139541223e19	2.238119137373762e-10	3.468226403246584e-22	7.665e-11	3.00461913737723e-10
1.0520152176161569e19	2.2459904871176793e-10	5.26940102542008e-22	7.665e-11	3.012490487122949e-10
1.0642092440647268e19	2.2537614850516592e-10	7.965718220973626e-22	7.665e-11	3.020261485059625e-10
1.0765446128423137e19	2.261431784217369e-10	1.1981844213878115e-21	7.665e-11	3.027931784229351e-10
1.0890229622637328e19	2.2690010409123773e-10	1.7934212677544473e-21	7.665e-11	3.0355010409303115e-10
1.1016459496336546e19	2.2764689561567062e-10	2.6713172787313136e-21	7.665e-11	3.0429689561834196e-10
1.1144152514667905e19	2.2838352132570177e-10	3.959838312602052e-21	7.665e-11	3.050335213296616e-10
1.1273325637104849e19	2.2910995193713104e-10	5.842009912490675e-21	7.665e-11	3.0575995194297304e-10
1.1403996019700355e19	2.2982615950315472e-10	8.578349602114497e-21	7.665e-11	3.064761595117331e-10
1.153618101736476e19	2.305321174086126e-10	1.2537914304739733e-20	7.665e-11	3.071821174211505e-10
1.1669898186171498e19	2.3122780036443265e-10	1.8241064382178763e-20	7.665e-11	3.078778003826737e-10
1.1805165285688031e19	2.3191318440223532e-10	2.641808499609627e-20	7.665e-11	3.085631844286534e-10
1.194200028133535e19	2.3258824686908745e-10	3.808916572071575e-20	7.665e-11	3.092382469071766e-10
1.2080421346773264e19	2.3325296642237224e-10	5.467301080629705e-20	7.665e-11	3.0990296647704525e-10
1.2220446866314912e19	2.339073230247645e-10	7.813364804656602e-20	7.665e-11	3.1055732310289816e-10
1.2362095437367667e19	2.3455129793927827e-10	1.1117796418605585e-19	7.665e-11	3.1120129805045624e-10
1.250538587290394e19	2.351848737243767e-10	1.57520292817699e-19	7.665e-11	3.11834873881897e-10
1.2650337203959011e19	2.3580803422911437e-10	2.2223523031831633e-19	7.665e-11	3.124580344513496e-10
1.2796968682159442e19	2.364207645883012e-10	3.122260178157649e-19	7.665e-11	3.130707649005272e-10
1.2945299782279133e19	2.37023051217661e-10	4.368436203443528e-19	7.665e-11	3.1367305165450464e-10
1.3095350204826704e19	2.37614881808974e-10	6.087014428623863e-19	7.665e-11	3.142648824176754e-10
1.3247139878661149e19	2.3819624532517745e-10	8.447429095114521e-19	7.665e-11	3.1484624616992034e-10
1.3400688963639534e19	2.387671329125737e-10	1.1676344513045323e-18	7.665e-11	3.1541713408020813e-10
1.3556017853293662e19	2.3932753421890686e-10	1.6075754575111934e-18	7.665e-11	3.1597753582648233e-10
1.3713147177539484e19	2.398774420154263e-10	2.2046402275399962e-18	7.665e-11	3.1652744422006653e-10
1.3872097805416182e19	2.4041685210890076e-10	3.0117958311918325e-18	7.665e-11	3.170668551206966e-10
1.403289084785876e19	2.4094575883330436e-10	4.098775120260939e-18	7.665e-11	3.1759576293207946e-10
1.4195547660500986e19	2.4146415867160257e-10	5.557027183717821e-18	7.665e-11	3.181141642286297e-10
1.4360089846512636e19	2.4197204934129667e-10	7.506019748576902e-18	7.665e-11	3.186220568473164e-10
1.4526539259467782e19	2.424694297886912e-10	1.0101231062453492e-17	7.665e-11	3.191194398899223e-10
1.4694918006248202e19	2.4295630018300773e-10	1.3544244554012933e-17	7.665e-11	3.1960631372725226e-10
1.486524844997854e19	2.434326619103257e-10	1.809545021548124e-17	7.665e-11	3.2008268000577593e-10
1.5037553212997415e19	2.438985175673501e-10	2.408996462922392e-17	7.665e-11	3.2054854165731473e-10
1.5211855179861017e19	2.4435387095499006e-10	3.195750960841582e-17	7.665e-11	3.2100390291249966e-10
1.5388177500383494e19	2.447987270717506e-10	4.224714059720676e-17	7.665e-11	3.2144876931889117e-10
1.5566543592710588e19	2.4523309210691913e-10	5.565789366384892e-17	7.665e-11	3.2188314776481276e-10
1.57469771464309e19	2.456569734335548e-10	7.307662784749139e-17	7.665e-11	3.2230704651018263e-10
1.5929502125721197e19	2.460703796012622e-10	9.562458185371954e-17	7.665e-11	3.2272047522584403e-10
1.6114142772530231e19	2.464733203287573e-10	1.2471444504897335e-16	7.665e-11	3.231234450432023e-10
1.6300923609797378e19	2.4686580649621124e-10	1.6212006712252507e-16	7.665e-11	3.2351596861627834e-10
1.6489869444710683e19	2.4724785013738016e-10	2.1006130373056813e-16	7.665e-11	3.238980601986839e-10
1.6681005372000557e19	2.4761946443150597e-10	2.7130692225535464e-16	7.665e-11	3.2426973573842823e-10
1.6874356777273793e19	2.479806636950008e-10	3.4929897810652903e-16	7.665e-11	3.246310129939789e-10
1.7069949340384045e19	2.483314633728999e-10	4.483026235522837e-16	7.665e-11	3.2498191167552343e-10
1.7267809038843595e19	2.4867188003009514e-10	5.735859338332444e-16	7.665e-11	3.2532245361602897e-10
1.7467962151272421e19	2.490019313423387e-10	7.316350352570216e-16	7.665e-11	3.2565266297737397e-10
1.7670435260889502e19	2.4932163608702634e-10	9.304106030553432e-16	7.665e-11	3.259725664976294e-10
1.7875255259042318e19	2.496310141337525e-10	1.1796526687886998e-15	7.665e-11	3.262821937864213e-10
1.8082449348779555e19	2.499300864346492e-10	1.4912416435484017e-15	7.665e-11	3.2658157767629273e-10
1.8292045048462901e19	2.5021887501449985e-10	1.8796245292117843e-15	7.665e-11	3.2687075463902906e-10
1.850407019542306e19	2.504974029606405e-10	2.362316460117387e-15	7.665e-11	3.2714976527710064e-10
1.8718552949655753e19	2.507656944126418e-10	2.9604889954877995e-15	7.665e-11	3.2741865490163726e-10
1.893552179756299e19	2.5102377455178535e-10	3.699657971646162e-15	7.665e-11	3.27677474209757e-10
1.915500555573524e19	2.512716695903267e-10	4.610485224210363e-15	7.665e-11	3.279262800755509e-10
1.937703337477993e19	2.5150940676056044e-10	5.72971010448664e-15	7.665e-11	3.2816513647066494e-10
1.960163474319182e19	2.5173701430368085e-10	7.101228439968187e-15	7.665e-11	3.283941155321208e-10
1.9828839491270754e19	2.5195452145845323e-10	8.77733842339673e-15	7.665e-11	3.2861329879687664e-10
2.0058677795082297e19	2.5216195966676045e-10	1.0820174853226955e-14	7.665e-11	3.2882277984161366e-10
2.0291180180466823e19	2.523593576763861e-10	1.330335518367498e-14	7.665e-11	3.290226610315698e-10
2.052637752709248e19	2.5254674888334874e-10	1.6313862965153932e-14	7.665e-11	3.292130627463139e-10
2.076430107255779e19	2.527241652339614e-10	1.9954196454081187e-14	7.665e-11	3.2939411943041546e-10
2.100498241653911e19	2.5289164312671274e-10	2.4344812429690186e-14	7.665e-11	3.295659879391424e-10
2.124845352498887e19	2.5304921635484987e-10	2.962689755742466e-14	7.665e-11	3.297288432524073e-10
2.149474673437976e19	2.5319692080757214e-10	3.5965501962623145e-14	7.665e-11	3.2988288630953473e-10
2.1743894756000846e19	2.53334793274655e-10	4.3553072001531965e-14	7.665e-11	3.300283463466565e-10
2.1995930680300704e19	2.5346287143347147e-10	5.261342151175563e-14	7.665e-11	3.301654848549832e-10
2.2250887981283738e19	2.5358119490237875e-10	6.340618306222252e-14	7.665e-11	3.3029460108544095e-10
2.2508800520954573e19	2.5368980094673516e-10	7.623178286979152e-14	7.665e-11	3.3041603272960496e-10
2.2769702553816846e19	2.5378873091115396e-10	9.143698507147612e-14	7.665e-11	3.305301678962254e-10
2.3033628731421266e19	2.538780258928718e-10	1.0942105289809409e-13	7.665e-11	3.3063744694576987e-10
2.3300614106969293e19	2.5395772781071574e-10	1.3064257594815687e-13	7.665e-11	3.307383703866639e-10
2.357069413996723e19	2.54027879391541e-10	1.5562701416501633e-13	7.665e-11	3.30833506405706e-10
2.3843904700937253e19	2.5408852415657474e-10	1.849750102337745e-13	7.665e-11	3.309234991668085e-10
2.412028207618002e19	2.5413970640766845e-10	2.1937152288837322e-13	7.665e-11	3.310090779305568e-10
2.4399862972595552e19	2.541814712134676e-10	2.595958340106501e-13	7.665e-11	3.310910670474782e-10
2.4682684522556875e19	2.542138643955044e-10	3.065324823608817e-13	7.665e-11	3.311703968778653e-10
2.4968784288843317e19	2.542369325142221e-10	3.6118317626201286e-13	7.665e-11	3.312481156904841e-10
2.5258200269627793e19	2.5425072285493445e-10	4.246797365161347e-13	7.665e-11	3.313254025914506e-10
2.555097090352512e19	2.5425528341373114e-10	4.982981192249655e-13	7.665e-11	3.314035815329561e-10
2.5847135074695586e19	2.5425066288333207e-10	5.834735659670161e-13	7.665e-11	3.3148413644929906e-10
2.6146732118010974e19	2.5423691063889893e-10	6.818169259240189e-13	7.665e-11	3.3156872756482293e-10
2.6449801824277144e19	2.542140767238112e-10	7.951321910033175e-13	7.665e-11	3.3165920891481453e-10
2.6756384445520507e19	2.541822118354113e-10	9.2543528075461e-13	7.665e-11	3.317576471161659e-10
2.7066520700332356e19	2.541413673106586e-10	1.0749741088903144e-12	7.665e-11	3.3186634141954894e-10
2.7380251779278635e19	2.5409159511217207e-10	1.2462499574884366e-12	7.665e-11	3.3198784506966047e-10
2.7697619350368854e19	2.5403294781324683e-10	1.4420401784548465e-12	7.665e-11	3.3212498799170167e-10
2.801866556459201e19	2.5396547858421884e-10	1.6654222345680972e-12	7.665e-11	3.3228090081878694e-10
2.8343433061513036e19	2.538892411778165e-10	1.9197990844033365e-12	7.665e-11	3.324590402622198e-10
2.8671964974937756e19	2.5380428991492274e-10	2.2089259066759857e-12	7.665e-11	3.326632158215987e-10
2.9004304938639856e19	2.5371067967028485e-10	2.536938150049933e-12	7.665e-11	3.328976178203348e-10
2.934049709215793e19	2.536084658582401e-10	2.908380884289039e-12	7.665e-11	3.331668467425291e-10
2.9680586086655963e19	2.5349770441846733e-10	3.328239417793637e-12	7.665e-11	3.3347594383626095e-10
3.0024617090855555e19	2.533784518017656e-10	3.80197113515599e-12	7.665e-11	3.338304229369216e-10
3.0372635797033054e19	2.5325076495586973e-10	4.3355384963947635e-12	7.665e-11	3.342363034522645e-10
3.0724688427090096e19	2.531147013113029e-10	4.935443127124017e-12	7.665e-11	3.3470014443842694e-10
3.1080821738690576e19	2.529703174466869e-10	5.608760916082851e-12	7.665e-11	3.352290783627697e-10
3.1441083031472714e19	2.528176743802309e-10	6.36317802336876e-12	7.665e-11	3.3583085240359964e-10
3.180552015332913e19	2.526568295623318e-10	7.2070276893856645e-12	7.665e-11	3.365138572517174e-10
3.217418150676378e19	2.5248784221418e-10	8.14932772114302e-12	7.665e-11	3.3728716993532305e-10
3.2547116055318413e19	2.523107719697942e-10	9.199818519120737e-12	7.665e-11	3.381605904889149e-10
3.2924373330077757e19	2.521256788622144e-10	1.0369001494692965e-11	7.665e-11	3.3914468035690733e-10
3.330600343624582e19	2.519326233097689e-10	1.166817771505596e-11	7.665e-11	3.4025080102482486e-10
3.369205705980274e19	2.5173166610241647e-10	1.3109486600021597e-11	7.665e-11	3.414911527024381e-10
3.408258547423445e19	2.5152286838817105e-10	1.4705944482860018e-11	7.665e-11	3.428788128710311e-10
3.447764054734471e19	2.513062916596075e-10	1.6471482835938337e-11	7.665e-11	3.4442777449554585e-10
3.4877274748141703e19	2.510819977404595e-10	1.8420985951104514e-11	7.665e-11	3.4615298369156405e-10
3.5281541153808904e19	2.508500487723055e-10	2.057032785498657e-11	7.665e-11	3.4807037662729203e-10
3.5690493456752222e19	2.5061050720135276e-10	2.2936408230462485e-11	7.665e-11	3.501969154318152e-10
3.6104185971733447e19	2.5036343576531707e-10	2.553718710792875e-11	7.665e-11	3.525506228732458e-10
3.652267364308168e19	2.501088974804074e-10	2.839171808343216e-11	7.665e-11	3.551506155638395e-10
3.69460120519931e19	2.498469566456292e-10	3.152017981570883e-11	7.665e-11	3.5801713646133804e-10
3.737425742391057e19	2.4957767374389653e-10	3.494390555038028e-11	7.665e-11	3.611715792942768e-10
3.780746663599357e19	2.493011156015061e-10	3.868541041753117e-11	7.665e-11	3.6463652601903727e-10
3.824569722466991e19	2.4901734520338887e-10	4.276841624821445e-11	7.665e-11	3.6843576145160334e-10
3.868900739327984e19	2.4872642676672867e-10	4.7217873656707406e-11	7.665e-11	3.7259430042343606e-10
3.913745601980376e19	2.484284247113998e-10	5.205998113803079e-11	7.665e-11	3.7713840584943056e-10
3.959110266468467e19	2.481234036477404e-10	5.7322200935035864e-11	7.665e-11	3.8209560458277627e-10
4.0050007578736026e19	2.478114283644507e-10	6.303327143556397e-11	7.665e-11	3.8749469980001463e-10
4.051423171114656e19	2.47492563816613e-10	6.9223215868588e-11	7.665e-11	3.9336577968520104e-10
4.098383671757253e19	2.471668751138438e-10	7.592334707798983e-11	7.665e-11	3.997402221918336e-10
4.14588849683292e19	2.4683442750856824e-10	8.31662681646191e-11	7.665e-11	4.066506956731873e-10
4.1939439556671775e19	2.4649528638443116e-10	9.09858688004752e-11	7.665e-11	4.141311551849063e-10
4.242556430717786e19	2.4614951724483504e-10	9.941731703428966e-11	7.665e-11	4.222168342791247e-10
4.291732378422148e19	2.4579718570161774e-10	1.0849704642421642e-10	7.665e-11	4.3094423212583415e-10
4.341478330055102e19	2.454383582348591e-10	1.1826273835195256e-10	7.665e-11	4.4035109658681164e-10
4.391800892596077e19	2.4507309908304844e-10	1.2875329939193978e-10	7.665e-11	4.5047639847498823e-10
4.4427067496068915e19	2.4470147416107916e-10	1.4000883363071535e-10	7.665e-11	4.613603077917945e-10
4.494202662119133e19	2.4432355090161134e-10	1.5207060985326604e-10	7.665e-11	4.730441607548775e-10
4.546295469532409e19	2.439393945373401e-10	1.6498102353696738e-10	7.665e-11	4.855704180743075e-10
4.598992090522429e19	2.4354907110052223e-10	1.7878355361741092e-10	7.665e-11	4.989826247179331e-10
4.652299523960199e19	2.4315264665642073e-10	1.935227140158944e-10	7.665e-11	5.133253606723152e-10
4.706224849841272e19	2.4275018729309485e-10	2.092439999433761e-10	7.665e-11	5.286441872364709e-10
4.760775230226378e19	2.423417591113282e-10	2.2599382902230076e-10	7.665e-11	5.44985588133629e-10
4.815957910192341e19	2.419274282147067e-10	2.438194772933542e-10	7.665e-11	5.62396905508061e-10
4.871780218794641e19	2.4150726196797106e-10	2.627690102012804e-10	7.665e-11	5.809262721692515e-10
4.9282495700405035e19	2.41081323889992e-10	2.828912086794621e-10	7.665e-11	6.006225325694541e-10
4.985373463873904e19	2.406496813280701e-10	3.042354904798156e-10	7.665e-11	6.215351718078857e-10
5.043159487171348e19	2.4021240030062776e-10	3.2685182691934313e-10	7.665e-11	6.437142272199709e-10
5.101615314749844e19	2.3976954678143285e-10	3.507906552406075e-10	7.665e-11	6.672102020220404e-10
5.160748710385897e19	2.393211866905461e-10	3.7610278680671965e-10	7.665e-11	6.920739734972657e-10
5.220567527846986e19	2.3886738588541067e-10	4.028393113757791e-10	7.665e-11	7.183566972611898e-10
5.28107971193432e19	2.3840821015209064e-10	4.310514977209003e-10	7.665e-11	7.46109707872991e-10
5.342293299538363e19	2.3794372519665093e-10	4.6079069088412284e-10	7.665e-11	7.753844160807738e-10
5.404216420705904e19	2.374739955769024e-10	4.92108206370985e-10	7.665e-11	8.062322019478875e-10
5.466857299720192e19	2.369990889542262e-10	5.250552216119783e-10	7.665e-11	8.387043105662046e-10
5.530224256192889e19	2.3651907068141926e-10	5.596826650323573e-10	7.665e-11	8.728517357137766e-10
5.594325706169389e19	2.3603400400474173e-10	5.960411030880216e-10	7.665e-11	9.087251070927634e-10
5.659170163246231e19	2.355439551448722e-10	6.341806256368184e-10	7.665e-11	9.463745807816905e-10
5.7247662397021905e19	2.3504898915505473e-10	6.741507300273163e-10	7.665e-11	9.858497191823711e-10
5.791122647641747e19	2.345491709522729e-10	7.160002042947495e-10	7.665e-11	1.0271993752470223e-9
5.858248200152548e19	2.340445653097861e-10	7.597770098627894e-10	7.665e-11	1.0704715751725753e-9
5.92615181247554e19	2.3353523684981136e-10	8.055281641532518e-10	7.665e-11	1.1157134010030631e-9
5.994842503189421e19	2.330212500363431e-10	8.532996235108981e-10	7.665e-11	1.1629708735472411e-9
6.064329395408049e19	2.3250266916811834e-10	9.031361668496898e-10	7.665e-11	1.2122888360178081e-9
6.1346217179925185e19	2.3197955837171692e-10	9.55081280427972e-10	7.665e-11	1.2637108387996888e-9
6.205728806776488e19	2.3145198159480783e-10	1.0091770441549967e-9	7.665e-11	1.3172790257498046e-9
6.277660105806513e19	2.309200025995272e-10	1.0654640198285096e-9	7.665e-11	1.3730340224280368e-9
6.350425168595949e19	2.303836849560018e-10	1.1239811416939075e-9	7.665e-11	1.4310148266499092e-9
6.424033659394204e19	2.2984309203600095e-10	1.184765609709166e-9	7.665e-11	1.4912587017451667e-9
6.498495354469875e19	2.2929828700673503e-10	1.2478527858866124e-9	7.665e-11	1.5538010728933475e-9
6.5738201434095985e19	2.287493328247784e-10	1.3132760940729426e-9	7.665e-11	1.6186754268977209e-9
6.650018030431105e19	2.281962922301365e-10	1.3810669235122149e-9	7.665e-11	1.6859132157423514e-9
6.72709913571235e19	2.276392277404382e-10	1.4512545365238406e-9	7.665e-11	1.7555437642642787e-9
6.805073696735193e19	2.2707820164526705e-10	1.5238659806077556e-9	7.665e-11	1.8275941822530225e-9
6.88395206964551e19	2.2651327600061822e-10	1.598926005273689e-9	7.665e-11	1.902089281274307e-9
6.963744730628208e19	2.2594451262349095e-10	1.6764569838688445e-9	7.665e-11	1.9790514964923354e-9
7.044462277299052e19	2.253719730866046e-10	1.7564788406609836e-9	7.665e-11	2.0585008137475885e-9
7.126115430111731e19	2.2479571871324906e-10	1.8390089834090603e-9	7.665e-11	2.1404547021223095e-9
7.20871503378215e19	2.242158105722547e-10	1.924062241634631e-9	7.665e-11	2.224928052206886e-9
7.292272058728298e19	2.2363230947309604e-10	2.0116508107807293e-9	7.665e-11	2.3119331202538255e-9
7.376797602527746e19	2.2304527596111184e-10	2.1017842024249394e-9	7.665e-11	2.4014794783860515e-9
7.462302891391092e19	2.2245477031285655e-10	2.194469200685661e-9	7.665e-11	2.4935739709985176e-9
7.548799281653447e19	2.2186085253156624e-10	2.2897098249401356e-9	7.665e-11	2.588220677471702e-9
7.636298261282226e19	2.212635823427526e-10	2.387507298944376e-9	7.665e-11	2.6854208812871284e-9
7.724811451403416e19	2.2066301918990966e-10	2.4878600264247695e-9	7.665e-11	2.785173045614679e-9
7.814350607844526e19	2.2005922223034635e-10	2.590763573182575e-9	7.665e-11	2.887472795412922e-9
7.904927622696436e19	2.1945225033112864e-10	2.696210655732654e-9	7.665e-11	2.992312906063783e-9
7.99655452589233e19	2.188421610147551e-10	2.804191136469582e-9	7.665e-11	3.0996832974843374e-9
8.089243486805955e19	2.182290146788432e-10	2.9146920253354567e-9	7.665e-11	3.2095710400143e-9
8.183006815867373e19	2.1761286822378465e-10	3.0276974879362166e-9	7.665e-11	3.3219603561600013e-9
8.27785696619849e19	2.169937793174455e-10	3.143188860035998e-9	7.665e-11	3.436832639353444e-9
8.373806535266473e19	2.1637180531889462e-10	3.2611446683326252e-9	7.665e-11	3.55416647365152e-9
8.47086826655742e19	2.15747003275021e-10	3.381540657401881e-9	7.665e-11	3.6739376606769023e-9
8.56905505126833e19	2.1511943084230726e-10	3.50434982267333e-9	7.665e-11	3.796119253515637e-9
8.668379930019792e19	2.1448914256404816e-10	3.6295424492870636e-9	7.665e-11	3.9206815918511115e-9
8.76885609458741e19	2.1385619547629314e-10	3.757086156657694e-9	7.665e-11	4.047592352133987e-9
8.870496889654421e19	2.1322064534557281e-10	3.886945948560868e-9	7.665e-11	4.176816593906441e-9
8.9733158145835e19	2.1258254761095538e-10	4.019084268536564e-9	7.665e-11	4.308316816147519e-9
9.077326525210242e19	2.119419565496595e-10	4.15346106039487e-9	7.665e-11	4.442053016944529e-9
9.182542835656263e19	2.1129892861840957e-10	4.290033833591178e-9	7.665e-11	4.577982762209588e-9
9.288978720164517e19	2.1065351740822097e-10	4.428757733231819e-9	7.665e-11	4.71606125064004e-9
9.396648314954672e19	2.1000577702175717e-10	4.56958561445458e-9	7.665e-11	4.856241391476337e-9
9.50556592010121e19	2.0935576122144353e-10	4.712468120925499e-9	7.665e-11	4.998473882146942e-9
9.615746001432076e19	2.0870352342720848e-10	4.857353767178991e-9	7.665e-11	5.142707290606199e-9
9.727203192450558e19	2.0804911671430947e-10	5.00418902452801e-9	7.665e-11	5.288888141242319e-9
9.839952296278206e19	2.0739259381126003e-10	5.1529184102589755e-9	7.665e-11	5.436961004070235e-9
9.95400828762154e19	2.0673400709783826e-10	5.30348457982853e-9	7.665e-11	5.586868586926368e-9
1.0069386314760251e20	2.0607340860319398e-10	5.455828421769374e-9	7.665e-11	5.738551830372568e-9
1.0186101701559773e20	2.0541085000403504e-10	5.609889155017441e-9	7.665e-11	5.891950005021476e-9
1.0304169949505854e20	2.0474638262290834e-10	5.765604428364948e-9	7.665e-11	6.047000810987856e-9
1.0423606739764032e20	2.040800574265592e-10	5.9229104217512675e-9	7.665e-11	6.203640479177827e-9
1.0544427935261663e20	2.034119250243816e-10	6.081741949098002e-9	7.665e-11	6.361803874122383e-9
1.0666649582795409e20	2.0274203566694392e-10	6.242032562404116e-9	7.665e-11	6.52142459807106e-9
1.0790287915161815e20	2.0207043924460393e-10	6.403714656813392e-9	7.665e-11	6.682435096057996e-9
1.0915359353313934e20	2.0139718528614012e-10	6.566719576377947e-9	7.665e-11	6.8447667616640866e-9
1.104188050854158e20	2.0072232295780855e-10	6.730977720239675e-9	7.665e-11	7.008350043197483e-9
