E	mod_factor
1.0e17	0.02300011167210967
1.2067926406393264e17	0.023000111693625605
1.4563484775012384e17	0.023000112102633603
1.7575106248547965e17	0.023000116773380597
2.1209508879201926e17	0.02300015149228478
2.559547922699533e17	0.023000331030155495
3.088843596477472e17	0.023001013480754486
3.727593720314953e17	0.023003008812128578
4.4984326689694534e17	0.02300766509869108
5.428675439323859e17	0.02301659566409563
6.551285568595496e17	0.023030982474602953
7.90604321090767e17	0.02305070243643326
9.540954763499963e17	0.023073704889352484
1.1513953993264481e18	0.023095973259985355
1.3894954943731361e18	0.0231121267065339
1.6768329368110031e18	0.02311644816042246
2.0235896477251638e18	0.02310398197340949
2.4420530945486546e18	0.02307138075711946
2.9470517025518095e18	0.023017415902265657
3.5564803062231214e18	0.022943260447064576
4.291934260128761e18	0.02285245666033607
5.179474679231223e18	0.02275025903749562
6.250551925273976e18	0.022642433063366434
7.543120063354608e18	0.022534146874945267
9.102981779915189e18	0.02242947811675666
1.0985411419875617e19	0.02233148345767101
1.3257113655901108e19	0.022242463163300374
1.5998587196060574e19	0.02216417540736217
1.9306977288832455e19	0.022098535924805297
2.3299518105153815e19	0.02205609692500079
2.8117686979742368e19	0.022112460856387628
3.3932217718953296e19	0.022607925727294663
4.0949150623804195e19	0.024635697160655896
4.941713361323818e19	0.03197967976053902
5.963623316594661e19	0.04911482854569443
7.196856730011528e19	0.029636040119985597
8.68511373751352e19	0.01708252235201984
1.0481131341546832e20	0.01084407850411341
1.264855216855301e20	0.007603228570973453
1.5264179671752366e20	0.005810407125709875
1.8420699693267164e20	0.0047629814019504325
2.222996482526191e20	0.0041256054086658495
2.6826957952797164e20	0.0037271987646714123
3.237457542817653e20	0.003474466206601747
3.906939937054621e20	0.003313350145418152
4.71486636345739e20	0.0032109082265065715
5.6898660290182814e20	0.003146307220676667
6.866488450043026e20	0.003106073581448929
8.28642772854686e20	0.0030814127852417804
1.0e21	0.003066592314072506
