E	mod_factor
1.0e17	0.0372872452295198
1.2067926406393264e17	0.037287245300621344
1.4563484775012384e17	0.0372872465982969
1.7575106248547965e17	0.03728726094144458
2.1209508879201926e17	0.03728736477887532
2.559547922699533e17	0.03728789029033156
3.088843596477472e17	0.03728985272206944
3.727593720314953e17	0.03729550675464683
4.4984326689694534e17	0.03730854065770299
5.428675439323859e17	0.03733328503567253
6.551285568595496e17	0.037372802905386734
7.90604321090767e17	0.037426548572973034
9.540954763499963e17	0.03748872788215672
1.1513953993264481e18	0.03754822392284691
1.3894954943731361e18	0.03759024199241491
1.6768329368110031e18	0.03759913404166443
2.0235896477251638e18	0.03756145835440104
2.4420530945486546e18	0.0374683893923785
2.9470517025518095e18	0.037317211773005544
3.5564803062231214e18	0.03711210369383572
4.291934260128761e18	0.036863824602895744
5.179474679231223e18	0.0365875072562343
6.250551925273976e18	0.0362990955254585
7.543120063354608e18	0.036012375871671824
9.102981779915189e18	0.03573787870664844
1.0985411419875617e19	0.03548326032858542
1.3257113655901108e19	0.03525409456337781
1.5998587196060574e19	0.035054540432252014
1.9306977288832455e19	0.034890531055870956
2.3299518105153815e19	0.034802799349403585
2.8117686979742368e19	0.03505648525903669
3.3932217718953296e19	0.03680296919976283
4.0949150623804195e19	0.04475454218666673
4.941713361323818e19	0.08824284957983587
5.963623316594661e19	0.055568895685577976
7.196856730011528e19	0.02988575114519472
8.68511373751352e19	0.01711941799449461
1.0481131341546832e20	0.01085541388878912
1.264855216855301e20	0.007608497606587273
1.5264179671752366e20	0.0058135621702502934
1.8420699693267164e20	0.004765208793829076
2.222996482526191e20	0.0041273631380896614
2.6826957952797164e20	0.003728696519806349
3.237457542817653e20	0.0034758121180220223
3.906939937054621e20	0.0033146047874848088
4.71486636345739e20	0.003212107120649828
5.6898660290182814e20	0.0031474723079637505
6.866488450043026e20	0.0031072179274027906
8.28642772854686e20	0.0030825452772708663
1.0e21	0.0030677178219535375
