z	E
0.4	1.0e19
0.39839357429718875	9.929112809705607e18
0.3967871485943775	9.858842218219125e18
0.39518072289156625	9.789183312645749e18
0.39357429718875503	9.72013120456296e18
0.39196787148594375	9.651681030223626e18
0.39036144578313253	9.583827950716834e18
0.3887550200803213	9.51656715194421e18
0.38714859437751004	9.449893844775676e18
0.3855421686746988	9.383803265235788e18
0.38393574297188754	9.318290674577558e18
0.3823293172690763	9.253351359388713e18
0.38072289156626504	9.18898063169398e18
0.3791164658634538	9.125173829053365e18
0.37751004016064255	9.06192631465644e18
0.3759036144578313	8.999233477412608e18
0.3742971887550201	8.937090732037356e18
0.37269076305220883	8.875493519134495e18
0.3710843373493976	8.814437305274385e18
0.36947791164658633	8.75391758306815e18
0.3678714859437751	8.693929871237889e18
0.36626506024096384	8.634469714682903e18
0.3646586345381526	8.575532684541926e18
0.36305220883534134	8.517114378251404e18
0.3614457831325301	8.459210419599801e18
0.3598393574297189	8.401816458777984e18
0.3582329317269076	8.344928172425674e18
0.3566265060240964	8.288541263674002e18
0.3550200803212851	8.232651462184191e18
0.3534136546184739	8.177254524182364e18
0.35180722891566263	8.122346232490536e18
0.3502008032128514	8.067922396553785e18
0.3485943775100402	8.013978852429834e18
0.3469879518072289	7.960511462742606e18
0.3453815261044177	7.9075161171018e18
0.3437751004016064	7.854988731641291e18
0.3421686746987952	7.802925249197719e18
0.3405622489959839	7.751321639315434e18
0.3389558232931727	7.700173898247818e18
0.3373493975903614	7.649478048987782e18
0.3357429718875502	7.599230141325911e18
0.334136546184739	7.549426251450431e18
0.3325301204819277	7.500062482393379e18
0.3309236947791165	7.45113496368961e18
0.3293172690763052	7.402639851808059e18
0.327710843373494	7.354573329739993e18
0.3261044176706827	7.306931607038941e18
0.3244979919678715	7.25971091982356e18
0.3228915662650602	7.212907530745055e18
0.321285140562249	7.166517728951449e18
0.3196787148594378	7.120537830048715e18
0.3180722891566265	7.07496417605886e18
0.3164658634538153	7.029793135374959e18
0.314859437751004	6.985021102713227e18
0.3132530120481928	6.940644499061639e18
0.3116465863453815	6.896659771627716e18
0.3100401606425703	6.853063393780891e18
0.30843373493975906	6.809851864992135e18
0.3068273092369478	6.767021710773368e18
0.30522088353413657	6.72456948261214e18
