z	E
0.4	1.0e20
0.39839357429718875	8.048010700346832e19
0.3967871485943775	6.914420967954258e19
0.39518072289156625	6.191298388336346e19
0.39357429718875503	5.692424389239154e19
0.39196787148594375	5.326581191487126e19
0.39036144578313253	5.0453446156772246e19
0.3887550200803213	4.8210544334921245e19
0.38714859437751004	4.63689354756096e19
0.3855421686746988	4.482089497927758e19
0.38393574297188754	4.3494341508428825e19
0.3823293172690763	4.2339242264579015e19
0.38072289156626504	4.131977254106932e19
0.3791164658634538	4.0409590275184845e19
0.37751004016064255	3.958887705734339e19
0.3759036144578313	3.884242248450443e19
0.3742971887550201	3.815834720450366e19
0.37269076305220883	3.752722948772672e19
0.3710843373493976	3.69414939836436e19
0.36947791164658633	3.6394975148437967e19
0.3678714859437751	3.5882599668292477e19
0.36626506024096384	3.540015160260736e19
0.3646586345381526	3.4944096087656473e19
0.36305220883534134	3.4511445186910876e19
0.3614457831325301	3.4099654544856162e19
0.3598393574297189	3.370654285530977e19
0.3582329317269076	3.3330228451882398e19
0.3566265060240964	3.296907889615229e19
0.3550200803212851	3.262167054030972e19
0.3534136546184739	3.2286755821097177e19
0.35180722891566263	3.1963236602456707e19
0.3502008032128514	3.16501422929921e19
0.3485943775100402	3.1346611756904124e19
0.3469879518072289	3.1051878273377874e19
0.3453815261044177	3.076525695083494e19
0.3437751004016064	3.0486134138601968e19
0.3421686746987952	3.0213958471528227e19
0.3405622489959839	2.9948233257808736e19
0.3389558232931727	2.96885099778322e19
0.3373493975903614	2.943438270684363e19
0.3357429718875502	2.9185483309584884e19
0.334136546184739	2.89414772830812e19
0.3325301204819277	2.8702060146050073e19
0.3309236947791165	2.8466954291282477e19
0.3293172690763052	2.8235906231747305e19
0.327710843373494	2.800868418283365e19
0.3261044176706827	2.7785075932640383e19
0.3244979919678715	2.756488695998851e19
0.3228915662650602	2.734793876621328e19
0.321285140562249	2.713406739205923e19
0.3196787148594378	2.692312209536583e19
0.3180722891566265	2.6714964168862507e19
0.3164658634538153	2.650946588042442e19
0.314859437751004	2.6306509520682263e19
0.3132530120481928	2.6105986545017238e19
0.3116465863453815	2.5907796798776234e19
0.3100401606425703	2.5711847816069177e19
0.30843373493975906	2.551805418380668e19
0.3068273092369478	2.532633696373965e19
0.30522088353413657	2.513662316620422e19
0.3036144578313253	2.4948845270081372e19
0.30200803212851407	2.4762940784171704e19
0.3004016064257028	2.4578851845780074e19
0.2987951807228916	2.4396524852816523e19
0.2971887550200803	2.4215910126161727e19
0.2955823293172691	2.4036961599427187e19
0.29397590361445786	2.3859636533571305e19
0.2923694779116466	2.36838952539926e19
0.29076305220883536	2.350970090810027e19
0.2891566265060241	2.333701924347571e19
0.28755020080321286	2.316581839995753e19
0.2859437751004016	2.2996068719933637e19
0.28433734939759037	2.2827742572506214e19
0.2827309236947791	2.2660814191008027e19
0.28112449799196787	2.2495259522824204e19
0.27951807228915665	2.2331056090571723e19
0.2779116465863454	2.2168182863775425e19
0.27630522088353415	2.20066201402558e19
0.2746987951807229	2.184634943651157e19
0.27309236947791166	2.1687353386440176e19
0.2714859437751004	2.1529615647792857e19
0.26987951807228916	2.1373120815808995e19
0.26827309236947794	2.1217854343516664e19
0.26666666666666666	2.1063802468226208e19
0.26506024096385544	2.0910952143776616e19
0.26345381526104417	2.075929097812737e19
0.26184738955823295	2.0608807175916524e19
0.26024096385542167	2.0459489485631926e19
0.25863453815261045	2.031132715106638e19
0.2570281124497992	2.0164309866749604e19
0.25542168674698795	2.001842773707011e19
0.25381526104417673	1.987367123881883e19
0.25220883534136546	1.9730031186903904e19
0.25060240963855424	1.958749870300215e19
0.24899598393574296	1.944606518692796e19
0.24738955823293174	1.9305722290514653e19
0.2457831325301205	1.916646189381652e19
0.24417670682730924	1.9028276083452445e19
0.242570281124498	1.8891157132923716e19
0.24096385542168675	1.8755097484749795e19
0.2393574297188755	1.8620089734276293e19
0.23775100401606425	1.8486126615019274e19
0.236144578313253	1.835320098541942e19
0.23453815261044178	1.8221305816888287e19
0.23293172690763053	1.8090434183037354e19
0.23132530120481928	1.7960579249988284e19
0.22971887550200804	1.783173426774537e19
0.2281124497991968	1.7703892562541488e19
0.22650602409638554	1.7577047528956615e19
0.2248995983935743	1.7451192624729633e19
0.22329317269076304	1.7326321364820562e19
0.2216867469879518	1.720242731646159e19
0.22008032128514057	1.7079504094763076e19
0.21847389558232932	1.695754535843931e19
0.21686746987951808	1.683654480744013e19
0.21526104417670683	1.671649617899873e19
0.21365461847389558	1.6597393245121495e19
0.21204819277108433	1.647922981032938e19
0.21044176706827308	1.6361999710005555e19
0.20883534136546184	1.6245696807534563e19
0.20722891566265061	1.6130314993697442e19
0.20562248995983937	1.6015848185187822e19
0.20401606425702812	1.5902290323395324e19
0.20240963855421687	1.578963537343368e19
0.20080321285140562	1.5677877323317223e19
0.19919678714859437	1.5567010183268827e19
0.19759036144578312	1.5457027985144037e19
0.19598393574297188	1.5347924781957738e19
0.19437751004016066	1.5239694647501097e19
0.1927710843373494	1.5132331676037804e19
0.19116465863453816	1.5025829982069826e19
0.1895582329317269	1.4920183700163932e19
0.18795180722891566	1.481538698483122e19
0.18634538152610441	1.4711434010452711e19
0.18473895582329317	1.4608318971244915e19
0.18313253012048192	1.4506036081259878e19
0.18152610441767067	1.4404579574414967e19
