z	E
0.4	1.0e21
0.39839357429718875	5.7314725304182374e20
0.3967871485943775	3.328622206226061e20
0.39518072289156625	2.0160380383245592e20
0.39357429718875503	1.332786396757101e20
0.39196787148594375	9.84310073035104e19
0.39036144578313253	7.978356056316964e19
0.3887550200803213	6.885197698420007e19
0.38714859437751004	6.182242492123088e19
0.3855421686746988	5.694258179418311e19
0.38393574297188754	5.334710050750184e19
0.3823293172690763	5.0573153967172755e19
0.38072289156626504	4.835469489560743e19
0.3791164658634538	4.652912193977344e19
0.37751004016064255	4.499182804349366e19
0.3759036144578313	4.367256679910466e19
0.3742971887550201	4.252243252818245e19
0.37269076305220883	4.1506318533542035e19
0.3710843373493976	4.059835463967526e19
0.36947791164658633	3.97790410206194e19
0.3678714859437751	3.903338742724027e19
0.36626506024096384	3.834966976330775e19
0.3646586345381526	3.771857774865507e19
0.36305220883534134	3.713261729293864e19
0.3614457831325301	3.658568291924229e19
0.3598393574297189	3.607274625484049e19
0.3582329317269076	3.558962534369568e19
0.3566265060240964	3.5132811263695917e19
0.3550200803212851	3.469933604437845e19
0.3534136546184739	3.428667080826807e19
0.35180722891566263	3.389264632312473e19
0.3502008032128514	3.351539039147299e19
0.3485943775100402	3.3153278034144772e19
0.3469879518072289	3.2804891500878397e19
0.3453815261044177	3.2468987904345154e19
0.3437751004016064	3.214447282313975e19
0.3421686746987952	3.1830378620075545e19
0.3405622489959839	3.1525846509127717e19
0.3389558232931727	3.1230111636822405e19
0.3373493975903614	3.094249059245621e19
0.3357429718875502	3.066237089567909e19
0.334136546184739	3.038920210146979e19
0.3325301204819277	3.0122488236173435e19
0.3309236947791165	2.986178133502937e19
0.3293172690763052	2.9606675895985975e19
0.327710843373494	2.93568040995196e19
0.3261044176706827	2.911183167183606e19
0.3244979919678715	2.887145429087885e19
0.3228915662650602	2.863539445224051e19
0.321285140562249	2.8403398726318748e19
0.3196787148594378	2.8175235349601497e19
0.3180722891566265	2.7950692102365614e19
0.3164658634538153	2.7729574432765506e19
0.314859437751004	2.7511703793611022e19
0.3132530120481928	2.7296916163353735e19
0.3116465863453815	2.7085060727128175e19
0.3100401606425703	2.6875998697296237e19
0.30843373493975906	2.666960225595182e19
0.3068273092369478	2.6465753604365574e19
0.30522088353413657	2.6264344106472006e19
0.3036144578313253	2.6065273515292602e19
0.30200803212851407	2.586844927270531e19
0.3004016064257028	2.56737858742586e19
0.2987951807228916	2.5481204291824927e19
0.2971887550200803	2.5290631447824626e19
0.2955823293172691	2.510199973555258e19
0.29397590361445786	2.4915246580827312e19
0.2923694779116466	2.473031404077318e19
0.29076305220883536	2.4547148436055585e19
0.2891566265060241	2.4365700013328507e19
0.28755020080321286	2.4185922635034096e19
0.2859437751004016	2.4007773494023262e19
0.28433734939759037	2.3831212850624725e19
0.2827309236947791	2.365620379016832e19
0.28112449799196787	2.3482712001086714e19
0.27951807228915665	2.331070556691611e19
0.2779116465863454	2.314015477650061e19
0.27630522088353415	2.2971031948059312e19
0.2746987951807229	2.280331126659882e19
0.27309236947791166	2.2636968633627173e19
0.2714859437751004	2.247198152822308e19
0.26987951807228916	2.2308328878600544e19
0.26827309236947794	2.2145990943385227e19
0.26666666666666666	2.1984949201886458e19
0.26506024096385544	2.1825186252708712e19
0.26345381526104417	2.16666857200999e19
0.26184738955823295	2.1509432167481487e19
0.26024096385542167	2.135341101764788e19
0.25863453815261045	2.1198608479162126e19
0.2570281124497992	2.104501147850792e19
0.25542168674698795	2.089260759759075e19
0.25381526104417673	2.0741385016209056e19
0.25220883534136546	2.059133245914236e19
0.25060240963855424	2.0442439147527205e19
0.24899598393574296	2.029469475421374e19
0.24738955823293174	2.0148089362816045e19
0.2457831325301205	2.0002613430188e19
0.24417670682730924	1.985825775207399e19
0.242570281124498	1.971501343169992e19
0.24096385542168675	1.957287185108518e19
0.2393574297188755	1.9431824644870492e19
0.23775100401606425	1.9291863676469723e19
0.236144578313253	1.915298101636648e19
0.23453815261044178	1.9015168922387948e19
0.23293172690763053	1.8878419821799596e19
0.23132530120481928	1.8742726295074922e19
0.22971887550200804	1.860808106120418e19
0.2281124497991968	1.8474476964415484e19
0.22650602409638554	1.8341906962190475e19
0.2248995983935743	1.821036411446501e19
0.22329317269076304	1.8079841573913246e19
0.2216867469879518	1.7950332577296191e19
0.22008032128514057	1.7821830437785911e19
0.21847389558232932	1.769432853706069e19
0.21686746987951808	1.7567820320101505e19
0.21526104417670683	1.7442299289235882e19
0.21365461847389558	1.731775899917322e19
0.21204819277108433	1.7194193052596484e19
0.21044176706827308	1.707159509587366e19
0.20883534136546184	1.6949958816681028e19
0.20722891566265061	1.682927794003718e19
0.20562248995983937	1.6709546225783624e19
0.20401606425702812	1.6590757466317595e19
0.20240963855421687	1.6472905484933018e19
0.20080321285140562	1.635598413294893e19
0.19919678714859437	1.6239987289101242e19
0.19759036144578312	1.6124908858052549e19
0.19598393574297188	1.6010742769170127e19
0.19437751004016066	1.5897482975549444e19
0.1927710843373494	1.578512345318656e19
0.19116465863453816	1.5673658200282431e19
0.1895582329317269	1.556308123666383e19
0.18795180722891566	1.5453386603307174e19
0.18634538152610441	1.5344568361952977e19
0.18473895582329317	1.5236620594799913e19
0.18313253012048192	1.5129537404268669e19
0.18152610441767067	1.502331291282682e19
0.17991967871485945	1.491794126286694e19
0.1783132530120482	1.4813416616630974e19
0.17670682730923695	1.4709733156174774e19
0.1751004016064257	1.4606885083367285e19
0.17349397590361446	1.4504866619919593e19
0.1718875502008032	1.4403672007439581e19
0.17028112449799196	1.430329550750841e19
