E	Eg
2.149474673437976e17	3.2278023810008275e17
2.169383518385191e17	3.257908140124547e17
2.1894767628566208e17	3.2883052648544525e17
2.209756114795894e17	3.318997113889411e17
2.2302232979659408e17	3.3499871068704346e17
2.2508800520954573e17	3.381278726057876e17
2.271728133026912e17	3.412875518057125e17
2.2927693128656486e17	3.444781095593358e17
2.3140053801306448e17	3.476999139337268e17
2.3354381399064816e17	3.509533399782658e17
2.357069413996723e17	3.542387699176727e17
2.3789010410789005e17	3.5755659335064294e17
2.4009348768606518e17	3.609072074538871e17
2.4231727942375907e17	3.64291017192061e17
2.445616683452449e17	3.6770843553352774e17
2.4682684522556874e17	3.711598836721457e17
2.4911300260677962e17	3.74645791255298e17
2.5142033481427965e17	3.781665966182264e17
2.5374903797335613e17	3.8172274702493146e17
2.560993100258462e17	3.853146989157396e17
2.5847135074695584e17	3.889429181617356e17
2.6086536176225558e17	3.9260788032627936e17
2.63281546564802e17	3.963100709337081e17
2.6572011053244957e17	4.00049985745543e17
2.6818126094530182e17	4.038281310441867e17
2.706652070033236e17	4.076450239247154e17
2.7317215984413846e17	4.1150119259441434e17
2.7570233256095827e17	4.1539717668078944e17
2.7825594022071146e17	4.193335275480243e17
2.8083319988231754e17	4.233108086221551e17
2.8343433061513034e17	4.273295957252142e17
2.8605955351757507e17	4.313904774186467e17
2.8870909173592346e17	4.3549405535614464e17
2.913831704832777e17	4.3964094464630086e17
2.940820170587067e17	4.438317742252568e17
2.968058608665596e17	4.480671872396108e17
2.995549334359822e17	4.5234784144012474e17
3.0232946844057766e17	4.56674409586089e17
3.051297017182858e17	4.610475798611325e17
3.07955871291423e17	4.654680563004851e17
3.108082173869057e17	4.699365592301608e17
3.1368698245668864e17	4.744538257184147e17
3.1659241119835206e17	4.790206100397491e17
3.1952475057592006e17	4.8363768415196845e17
3.2248424984084454e17	4.883058381865443e17
3.254711605531841e17	4.9302588095275514e17
3.284857366030054e17	4.9779864045603776e17
3.3152823423194234e17	5.026249644308646e17
3.345989120549961e17	5.075057208887457e17
3.376980310825095e17	5.124417986816524e17
3.408258547423445e17	5.174341080814138e17
3.439826489022935e17	5.224835813756032e17
3.4716868189265594e17	5.2759117348028736e17
3.503842245290661e17	5.327578625703103e17
3.5362955013550464e17	5.3798465072751085e17
3.5690493456752224e17	5.4327256460749274e17
3.602106562357081e17	5.4862265612552634e17
3.635469961293318e17	5.540360031620816e17
3.669142378402479e17	5.5951371028871264e17
3.703126675869931e17	5.6505690951482074e17
3.7374257423910566e17	5.7066676105595e17
3.772042493417009e17	5.763444541243611e17
3.806979871402284e17	5.820912077424163e17
3.842240846055045e17	5.87908271579628e17
3.877828414589461e17	5.937969268139918e17
3.9137456019803757e17	5.997584870183529e17
3.9499954612206554e17	6.057942990726698e17
3.986581073580439e17	6.119057441027959e17
4.023505548869277e17	6.180942384467813e17
4.060772025700369e17	6.243612346493556e17
4.098383671757253e17	6.307082224855352e17
4.1363436840632864e17	6.371367300142767e17
4.174655289253135e17	6.436483246629537e17
4.213321743847272e17	6.50244614343717e17
4.252346334528686e17	6.569272486026094e17
4.2917323784221485e17	6.636979198024289e17
4.3314832233764115e17	6.705583643404084e17
4.3716022482485024e17	6.775103639016054e17
4.412092863191172e17	6.845557467492384e17
4.45295850994266e17	6.916963890528701e17
4.494202662119133e17	6.989342162556609e17
4.5358288255102e17	7.06271204481811e17
4.5778405383766163e17	7.137093819835476e17
4.620241371751294e17	7.212508306339918e17
4.663034929742736e17	7.288976874658893e17
4.7062248498412717e17	7.366521462452312e17
4.7498148032285146e17	7.44516459102589e17
4.793808495089107e17	7.524929382001577e17
4.838209664925937e17	7.605839574679882e17
4.883022086877885e17	7.687919543520657e17
4.928249570040503e17	7.771194316609157e17
4.973895958790078e17	7.855689594335209e17
5.0199651331100794e17	7.941431768626623e17
5.066461008921248e17	8.028447943045005e17
5.1133875384143315e17	8.116765953045117e17
5.160748710385897e17	8.206414387012508e17
5.208548550577676e17	8.297422607971849e17
5.256791122018419e17	8.389820775619429e17
5.3054805253695526e17	8.483639869461257e17
5.354620899273613e17	8.578911712077925e17
5.404216420705904e17	8.675668993418084e17
5.4542713053298477e17	8.773945295746065e17
5.5047898078549677e17	8.873775118984724e17
5.555776222398855e17	8.975193906995148e17
5.6072348828520384e17	9.078238074713463e17
5.659170163246231e17	9.182945035488479e17
5.711586478126447e17	9.289353229660571e17
5.764488282925873e17	9.397502153994885e17
5.817880074344911e17	9.507432391220863e17
5.871766390733262e17	9.619185641060264e17
5.92615181247554e17	9.732804751798771e17
5.981040962380956e17	9.84833375253695e17
6.036438506075864e17	9.965817886495754e17
6.092349152400686e17	1.0085303644889518e18
6.148777653810029e17	1.0206838801937896e18
6.205728806776488e17	1.0330472450495799e18
6.263207452198705e17	1.0456255038494438e18
6.321218475812448e17	1.058423840687032e18
6.379766808606257e17	1.0714475827397146e18
6.438857427240426e17	1.0847022042144818e18
6.498495354469875e17	1.0981933303782812e18
6.558685659571448e17	1.1119267417559653e18
6.619433458774388e17	1.125908377672221e18
6.680743915695588e17	1.1401443418436306e18
6.742622241778349e17	1.1546409054563384e18
6.805073696735192e17	1.1694045121959117e18
6.868103588995322e17	1.184441782735996e18
6.9317172761554e17	1.1997595193332093e18
6.995920165435346e17	1.2153647105253166e18
7.06071771413778e17	1.231264535926203e18
7.126115430111731e17	1.247466371113902e18
7.192118872221207e17	1.2639777925578547e18
7.258733650817245e17	1.280806582683603e18
7.3259654282152e17	1.2979607348959155e18
7.393819919175873e17	1.3154484587983588e18
7.462302891391092e17	1.3332781854403128e18
7.531420165974391e17	1.351458572508004e18
7.601177617955323e17	1.3699985096970422e18
7.67158117677927e17	1.3889071247316977e18
7.742636826811278e17	1.4081937863567729e18
7.814350607844526e17	1.4278681141115863e18
7.886728615614172e17	1.44793998007936e18
7.959777002314977e17	1.4684195152221898e18
8.033501977124701e17	1.4893171166422525e18
8.107909806731694e17	1.5106434510609021e18
8.183006815867373e17	1.5324094613102308e18
8.258799387844289e17	1.5546263717850004e18
8.335293965098188e17	1.5773056913663951e18
8.412497049736084e17	1.6004592312794368e18
8.490415204088755e17	1.6240990857236641e18
8.56905505126833e17	1.648237661997169e18
8.648423275731744e17	1.6728876733703762e18
8.728526623848371e17	1.6980621467412751e18
8.809371904473955e17	1.723774427723313e18
8.890965989529167e17	1.7500381855510172e18
8.973315814583501e17	1.7768674180074842e18
9.056428379445312e17	1.804276455854804e18
9.140310748756223e17	1.832279967604095e18
9.224970052592137e17	1.860892963546773e18
9.310413487069085e17	1.8901308001638062e18
9.396648314954671e17	1.920009183833236e18
9.483681866285947e17	1.9505441744245599e18
9.571521538991855e17	1.9817521887929784e18
9.660174799522606e17	2.0136500038101158e18
9.749649183484096e17	2.0462547593341821e18
9.839952296278207e17	2.0795839604943667e18
9.931091813749821e17	2.1136554800383286e18
1.0023075482838643e18	2.1484875601365693e18
1.0115911122238339e18	2.1840988139226798e18
1.0209606623060476e18	2.2205082263196012e18
1.0304169949505853e18	2.2577351549551393e18
1.0399609139541225e18	2.295799330436212e18
1.0495932305582266e18	2.3347208564401183e18
1.0593147635183744e18	2.374520208399504e18
1.0691263391734771e18	2.4152182333983596e18
1.0790287915161814e18	2.4568361480156303e18
1.0890229622637327e18	2.4993955367182956e18
1.0991097009294962e18	2.542918349283287e18
1.1092898648952273e18	2.5874268978095196e18
1.1195643194838794e18	2.6329438533243274e18
1.1299339380332193e18	2.679492241960127e18
1.1403996019700355e18	2.727095440196543e18
1.1509622008850312e18	2.7757771703350426e18
1.1616226326085066e18	2.8255614946030193e18
1.1723818032865997e18	2.8764728092913034e18
1.1832406274583757e18	2.9285358382541824e18
1.194200028133535e18	2.981775625744972e18
1.2052609368708413e18	3.0362175289104425e18
1.216424293857373e18	3.091887209600245e18
1.2276910479883604e18	3.1488106259596703e18
1.2390621569479132e18	3.2070140227485404e18
1.2505385872903939e18	3.2665239226427576e18
1.2621213145225462e18	3.3273671150713144e18
1.2738113231864837e18	3.38957064623374e18
1.2856096069432965e18	3.4531618078697754e18
1.297517168657584e18	3.518168125091397e18
1.3095350204826703e18	3.584617344796393e18
1.3216641839466038e18	3.6525374235701125e18
1.333905690039064e18	3.721956513148301e18
1.346260579298911e18	3.7929029485940557e18
1.3587299019027064e18	3.865405233787506e18
1.3713147177539484e18	3.9394920277037486e18
1.3840160965731302e18	4.0151921238308864e18
1.3968351179887455e18	4.0925344486766525e18
1.4097728716289677e18	4.171548031925379e18
1.422830457214349e18	4.2522619978752543e18
1.4360089846512635e18	4.334705547991302e18
1.4493095741262152e18	4.418907943566837e18
1.4627333562011359e18	4.504898490151431e18
1.476281471909391e18	4.5927065187422484e18
1.4899550728528507e18	4.682361370119923e18
1.5037553212997414e18	4.773892376609084e18
1.5176833902834038e18	4.8673288440861e18
1.5317404637020861e18	4.962700030775184e18
1.5459277364194785e18	5.060035138362661e18
1.5602464143663647e18	5.159363282582522e18
1.57469771464309e18	5.260713482150867e18
1.5892828656229763e18	5.364114637061201e18
1.6040031070568264e18	5.469595511633789e18
1.6188596901781993e18	5.577184714970686e18
1.633853877809857e18	5.686910682718262e18
1.6489869444710682e18	5.798801659414559e18
1.6642601764859018e18	5.912885679648023e18
1.67967487209266e18	6.029190550606344e18
1.6952323415541215e18	6.147743832887201e18
1.71093390726901e18	6.268572823928379e18
1.7267809038843594e18	6.391704540491919e18
1.7427746784089172e18	6.51716570126184e18
1.75891659032774e18	6.644982710066527e18
1.775208011717636e18	6.775181639547244e18
1.7916503273638958e18	6.907788215393816e18
1.8082449348779553e18	7.042827801147777e18
1.8249932448161505e18	7.180325381017183e18
1.8418966807997184e18	7.320305547943428e18
1.8589566796356882e18	7.462792488790469e18
1.8761746914391158e18	7.607809969898627e18
1.893552179756299e18	7.75538132473837e18
1.9110906216891359e18	7.90552944342323e18
1.9287915080207857e18	8.058276756922059e18
1.9466563433422633e18	8.213645230349611e18
1.9646866461804406e18	8.371656351006226e18
1.9828839491270753e18	8.532331118235211e18
2.001249798969035e18	8.695690035166496e18
2.0197857568198866e18	8.861753100578774e18
2.038493398252464e18	9.030539801592557e18
2.0573743134329073e18	9.202069106089026e18
2.076430107255779e18	9.376359459217019e18
2.0956623994804308e18	9.553428774966034e18
2.1150728248688033e18	9.73329443350981e18
2.1346630333242455e18	9.915973279467639e18
2.154434690031878e18	1.0101481614688145e19
2.1743894756000845e18	1.0289835201003911e19
2.1945290862033114e18	1.0481049256539294e19
2.2148552337263683e18	1.0675138456309873e19
2.2353696459097966e18	1.087211693283467e19
2.2560740664968545e18	1.1071998279267971e19
2.2769702553816847e18	1.1274795552245324e19
2.2980599887588488e18	1.1480521276307362e19
2.319345059274437e18	1.1689187450546203e19
2.3408272761782943e18	1.1900805557357408e19
2.36250846547794e18	1.211538657373542e19
2.384390470093725e18	1.233294098418019e19
2.406475150015422e18	1.2553478798876742e19
2.4287643824604605e18	1.27770095760963e19
2.45126006203334e18	1.3003542447521987e19
2.4739641008868065e18	1.32330861533952e19
2.496878428884332e18	1.3465649084731458e19
2.5200049937640893e18	1.3701239331583246e19
2.5433457613046584e18	1.3939864750467885e19
2.566902715491952e18	1.4181533036107926e19
2.590677858688001e18	1.4426251817544786e19
2.614673211801097e18	1.467402876982207e19
2.638890814457508e18	1.4924871750787099e19
2.663332725174992e18	1.5178788961057128e19
2.6880010215376077e18	1.543578913866666e19
2.712897800372459e18	1.569588178798619e19
2.7380251779278633e18	1.5959077449436834e19
2.763385290053167e18	1.622538801721947e19
2.788980292380451e18	1.649482710960563e19
2.8148123605075814e18	1.6767410494957158e19
2.8408836901832955e18	1.7043156593430184e19
2.867196497493776e18	1.7322087044219447e19
2.8937530190509476e18	1.7604227364678054e19
2.920555512182757e18	1.7889607690079216e19
2.9476062551248584e18	1.8178263631045048e19
2.974907547214431e18	1.8470237229322764e19
3.002461709085555e18	1.876557804917116e19
3.030271082866393e18	1.9064344396421145e19
3.0583380323784443e18	1.936660470787128e19
3.0866649433372744e18	1.967243908577546e19
3.1152542235554785e18	1.9981941043846255e19
3.144108303147271e18	2.029521945137826e19
3.173229634734973e18	2.061240072459744e19
3.2026206936576635e18	2.0933631286559752e19
3.2322839781813806e18	2.125908033206744e19
3.26222200971166e18	2.1588942960812655e19
3.292437333007776e18	2.1923443713871643e19
3.3229325163989683e18	2.2262840608140354e19
3.3537101520029425e18	2.260742973296259e19
3.384772855945983e18	2.295755053369418e19
3.416123268585518e18	2.3313591920298398e19
3.447764054734471e18	2.3675999353052746e19
3.479697903887688e18	2.4045283139058323e19
3.5119275304507423e18	2.4422028199531696e19
3.5444556739704356e18	2.4806905634509206e19
3.5772850993678623e18	2.5200686594863817e19
3.610418597173345e18	2.56042589151111e19
3.6438589837635405e18	2.6018647361531007e19
3.6776091016010455e18	2.6445038397509026e19
3.711671819475767e18	2.6884810767193068e19
3.746050032748982e18	2.733957361450067e19
3.780746663599357e18	2.7811214487762924e19
3.815764661271245e18	2.8301960374281535e19
3.8511070023255844e18	2.881445623215417e19
3.886776690892668e18	2.9351867261237514e19
3.9227767589277076e18	2.9918013846534513e19
3.9591102664684667e18	3.0517552244179665e19
3.9957803018952653e18	3.115622046861818e19
4.032789982193722e18	3.184117883393502e19
4.070142453219439e18	3.2581491271512375e19
4.107840889965634e18	3.3388820891092955e19
4.1458884968329196e18	3.427846134478548e19
4.184288507901576e18	3.5270911180997014e19
4.2230441872066893e18	3.6394359649414955e19
4.262158829015325e18	3.768876846787011e19
4.3016357581067817e18	3.9212892324689986e19
4.3414783300551014e18	4.1057039917961224e19
4.3816899315141857e18	4.336787711403087e19
4.422273980505915e18	4.640077352120216e19
4.4632339267103974e18	5.0642212633577546e19
4.5045732517594445e18	5.71351647406859e19
4.546295469532409e18	6.8487691008666305e19
4.588404126454752e18	9.248672218965715e19
4.630902801799756e18	1.5459124167113526e20
4.673795107992463e18	3.229233004693927e20
4.717084690917003e18	7.374748112987968e20
4.760775230226378e18	1.7036334874843784e21
4.804870439655124e18	3.924691431335779e21
4.849374067335253e18	9.004768886454433e21
4.894289896114531e18	2.057881107023414e22
4.939621743878306e18	4.685110747093932e22
4.985373463873904e18	1.0626228755530793e23
5.031548945038046e18	2.4015913801751293e23
5.078152112327691e18	5.408901107053653e23
5.125186927053332e18	1.2139584016655167e24
5.172657387216003e18	2.715448692118173e24
5.220567527846986e18	6.053626959825858e24
5.268921421350666e18	1.3450584036169776e25
5.317723177850989e18	2.97874365391326e25
5.366976945540476e18	6.574869676766995e25
5.416686911033135e18	1.4465652908563893e26
5.466857299720192e18	3.172636605671815e26
5.517492376129117e18	6.936299199606378e26
5.568596444286431e18	1.5117320898486074e27
5.620173848083188e18	3.284547534738198e27
5.672228971644526e18	7.114165441850056e27
5.72476623970219e18	1.5362957018026194e28
5.777790117970495e18	3.3076612150797686e28
5.831305113526242e18	7.100292156459274e28
5.885315775191451e18	1.519686215675702e29
5.939826693920338e18	3.243153570365806e29
5.994842503189421e18	6.900969954560503e29
6.050367879391212e18	1.464318917095229e30
6.106407542232061e18	3.098392231439201e30
6.162966255132942e18	6.537404841324312e30
6.220048825634692e18	1.3756101225208016e31
6.277660105806513e18	2.886680133089406e31
6.335804992658242e18	6.041263059490121e31
6.394488428556963e18	1.2609415651293938e32
6.453715401646702e18	2.6248985669725195e32
6.513490946272782e18	5.44995025607835e32
6.573820143409598e18	1.1286180107737368e33
6.634708121092337e18	2.331243826377092e33
6.696160054853243e18	4.803153258462345e33
6.75818116816111e18	9.87131097282277e33
6.820776732865664e18	2.023691811888262e34
6.883952069645511e18	4.1385333191891163e34
6.947712548460226e18	8.442913802283471e34
7.012063589007205e18	1.7182772353168073e35
7.07701066118189e18	3.488672098375299e35
7.142559285543105e18	7.066494820795984e35
7.20871503378215e18	1.428024784111293e36
7.275483529196217e18	2.8791611599151294e36
7.342870447166788e18	5.791690598875429e36
7.41088151564157e18	1.1624235208290146e37
7.479522515621798e18	2.3278419367122344e37
7.548799281653447e18	4.651392100409923e37
7.618717702322984e18	9.273912126468228e37
7.689283720758337e18	1.8450309775487973e38
7.760503335133571e18	3.662815169641469e38
7.832382599179172e18	7.25651275416205e38
7.904927622696437e18	1.434462323594936e39
7.978144572076613e18	2.829902322627698e39
8.052039670825503e18	5.571387985294114e39
8.126619200091946e18	1.0946481036147623e40
8.201889499202178e18	2.146417686692816e40
8.277856966198489e18	4.2004116584160187e40
8.354528058382854e18	8.203829197613418e40
8.431909292866286e18	1.5991810782597068e41
8.510007247122247e18	3.111457788380859e41
8.588828559546224e18	6.042059437097303e41
8.668379930019792e18	1.1710872805120448e42
8.748668120479897e18	2.2657164209115375e42
8.829699955494119e18	4.3752509639645677e42
8.911482322840202e18	8.433536097034535e42
8.994022174092017e18	1.6226852885939282e43
9.077326525210242e18	3.1166295807199575e43
9.161402457138503e18	5.97545168333565e43
9.246257116405772e18	1.1436660613640045e44
9.331897715733238e18	2.1851380106540597e44
9.418331534647923e18	4.168100710313042e44
9.50556592010121e18	7.936793283844152e44
9.593608287093127e18	1.508784611012845e45
9.682466119303154e18	2.863469914885531e45
9.772146969725725e18	5.4256156463694584e45
9.86265846131279e18	1.0263705613225527e46
9.95400828762154e18	1.9385888312809534e46
1.004620421346811e19	3.65562864611952e46
1.0139254075588184e19	6.88303916544963e46
1.023316578330245e19	1.2939217854460973e47
1.0327947319189484e19	2.4286910487518103e47
1.0423606739764034e19	4.55176980276108e47
1.0520152176161569e19	8.51803284740001e47
1.0617591834830033e19	1.5917566082433064e48
1.071593399822671e19	2.970024040816424e48
1.0815187025522848e19	5.5336999626474714e48
1.0915359353313933e19	1.0295573851230133e49
1.1016459496336546e19	1.912809506374024e49
1.1118496048192743e19	3.548999249593111e49
1.1221477682079803e19	6.575678665294408e49
1.132541315152808e19	1.2166427997314905e50
1.143031129114481e19	2.2480135022019118e50
1.153618101736476e19	4.148151825895196e50
1.1643031329208803e19	7.644283668202398e50
1.1750871309048076e19	1.4069291941818755e51
1.1859710123376658e19	2.5859942814427046e51
1.1969557023590453e19	4.747101818937724e51
1.2080421346773264e19	8.703250605697991e51
1.2192312516491145e19	1.593721861408617e52
1.2305240043592616e19	2.914800527962977e52
1.2419213527017796e19	5.324232091637099e52
1.253424265461402e19	9.713635534109687e52
1.2650337203959011e19	1.7700654267048145e53
1.2767507043192697e19	3.221851149877252e53
1.288576213185518e19	5.85729682357034e53
1.3005112521734046e19	1.0636271127571095e54
1.3125568357718454e19	1.9292466417534854e54
1.3247139878661149e19	3.495569435120574e54
1.3369837418249507e19	6.3265482326779e54
1.3493671405883064e19	1.1437215787753715e55
1.3618652367560772e19	2.065393443607077e55
1.3744790926775394e19	3.7258021884023493e55
1.3872097805416182e19	6.714246040582209e55
1.4000583824681017e19	1.208650844884538e56
1.4130259905995336e19	2.173478321334097e56
1.4261137071941239e19	3.9046801764830428e56
1.4393226447194094e19	7.007745211219626e56
1.4526539259467782e19	1.2563757475404847e57
1.466108684046989e19	2.2502607625869702e57
1.4796880626863964e19	4.026549262046986e57
1.4933932161242472e19	7.198079413357294e57
1.5072253093107587e19	1.285517750992064e58
1.5211855179861017e19	2.293675270486278e58
1.5352750287804275e19	4.088865767631473e58
1.5494950393146317e19	7.282448298266104e58
1.5638467583022414e19	1.295808010829856e59
1.5783314056521198e19	2.303647792463062e59
1.5929502125721197e19	4.091929276616474e59
1.6077044216738286e19	7.261786434017589e59
1.622595287078087e19	1.2876128044710259e60
1.6376240745216823e19	2.281273198256457e60
1.6527920614648973e19	4.03837293802501e60
1.6681005372000557e19	7.142626409466029e60
1.6835508029612075e19	1.2622763364119512e61
1.699144172034626e19	2.2290492914230922e61
1.7148819698705338e19	3.9329725390036384e61
1.7307655341957276e19	6.933948077928085e61
1.7467962151272421e19	1.2215797601859252e62
1.7629753752872112e19	2.1504612289785355e62
1.7793043899185773e19	3.7826412342368417e62
1.7957846470020895e19	6.648665315768819e62
1.8124175473742395e19	1.1678118192566783e63
1.8292045048462901e19	2.049640367383654e63
1.8461469463245533e19	3.594767669814927e63
1.86324631193156e19	6.300502004094442e63
1.8805040551285756e19	1.1035129326000822e64
1.8979216428391035e19	1.931356884155208e64
1.915500555573524e19	3.3779417920255776e64
1.933242287555051e19	5.904312986265025e64
1.9511483468466164e19	1.0312906186441658e65
1.9692202554791653e19	1.8001510002162144e65
1.987459549580986e19	3.140332304656923e65
2.0058677795082297e19	5.474789588383489e65
2.02444650997681e19	9.538250847157764e65
2.0431973201952707e19	1.6607375844636082e66
2.062121803999136e19	2.8899291169396176e66
2.0812215699863413e19	5.025662379522692e66
2.100498241653911e19	8.73455677761924e66
2.1199534575360774e19	1.5172333880030923e67
2.1395888713434214e19	2.6339862741435967e67
2.1594061521035588e19	4.569910539377706e67
2.179406984302958e19	7.924214832557558e67
2.1995930680300704e19	1.3733521703742377e68
2.2199661191199617e19	2.37875335037032e68
2.240527869300018e19	4.117939433110109e68
2.26128006633727e19	7.125485395799023e68
2.2822244741869007e19	1.2322008852804896e69
2.3033628731421266e19	2.129703938987843e69
2.324697059985655e19	3.679160808481758e69
2.3462288481422623e19	6.3523672836159624e69
2.367960067833069e19	1.0962238687926058e70
2.3898925662310527e19	1.8908636905752907e70
2.412028207618002e19	3.2598879950947187e70
2.434368873543118e19	5.617051379318204e70
2.45691646298279e19	9.673778850468589e70
2.47967289250215e19	1.6652755240537008e71
2.502640096417922e19	2.8651070616268725e71
2.5258200269627793e19	4.926954884203789e71
2.549214654451431e19	8.469090451946896e71
2.572825967447932e19	1.4549276045223794e72
2.5966559729348616e19	2.4981959080728402e72
2.620706696483855e19	4.287549437215897e72
2.6449801824277144e19	7.354458322809554e72
2.669478494034329e19	1.2608569565712685e73
2.6942037136818823e19	2.160577263726662e73
2.7191579430360076e19	3.700337110117963e73
2.744343303228368e19	6.333677888279066e73
2.7697619350368854e19	1.0834925981680402e74
2.795415999067865e19	1.852525482710254e74
2.821307675939471e19	3.16537739535384e74
2.8474391664672362e19	5.40552463792499e74
2.8738126918510694e19	9.225185378691952e74
2.9004304938639856e19	1.5732861385991938e75
2.927294835042825e19	2.6812732190341655e75
2.9544079988803797e19	4.5664737282575016e75
2.981772290019661e19	7.770985112252602e75
3.0093900344497242e19	1.3213809645435962e76
3.0372635797033054e19	2.245207508970201e76
3.065395295056536e19	3.811273843480104e76
3.0937875717301367e19	6.463721389182611e76
3.122442823092845e19	1.0951903526891913e77
3.1513634848664826e19	1.8536599756092947e77
3.180552015332913e19	3.1339667384136835e77
3.2100108955431813e19	5.292858434347029e77
3.2397426295281955e19	8.927197920160787e77
3.2697497445117546e19	1.5037286880225348e78
3.3000347911252886e19	2.52950549428946e78
3.330600343624582e19	4.248530484855836e78
3.3614490001087754e19	7.124504857648085e78
3.392583382740992e19	1.1928249172752614e79
3.4240061379714118e19	1.9933611601664454e79
3.455719936762143e19	3.3248140991403495e79
3.4877274748141703e19	5.534615095850104e79
3.5200314727966896e19	9.19292491546181e79
3.5526346765781393e19	1.5235056854999756e80
3.5855398574598025e19	2.518726170595313e80
3.6187498124112843e19	4.153177969172284e80
3.652267364308168e19	6.829868938460363e80
3.686095362172169e19	1.1198774521092578e81
3.720236681413066e19	1.8307052929359548e81
3.754694224073322e19	2.9830832303008495e81
3.789470919074672e19	4.84411149985097e81
3.824569722466991e19	7.838309005104404e81
3.8599936176797794e19	1.2634895239895753e82
3.895745615775501e19	2.028778141033538e82
3.9318287557057544e19	3.2438036319171745e82
3.968246104569486e19	5.164155582850062e82
4.0050007578736026e19	8.183634024797018e82
4.042095839796318e19	1.2908133467615143e83
4.079534503452449e19	2.02578024951059e83
4.117319931161662e19	3.1630032524593727e83
4.155455334718879e19	4.912251993466214e83
4.1939439556671775e19	7.586711875849191e83
4.232789065573562e19	1.1650196846489056e84
4.271993966306777e19	1.7783651450309306e84
4.311561990318211e19	2.6983190923968714e84
4.351496500925054e19	4.06837056663536e84
4.391800892596077e19	6.0943889797968e84
4.43247859124041e19	9.07003636733394e84
4.473533054498463e19	1.3407222163221225e85
4.514967772036084e19	1.9682355026818714e85
4.5567862658410684e19	2.8692748707620428e85
4.598992090522429e19	4.153102144906364e85
4.641588833612792e19	5.968329912005469e85
4.684580115873045e19	8.514133298831563e85
